home,away,pteam,starttime,endtime,goal,nskatersh,nskatersa
TOR,MTL,TOR,741,855,0,5,6
TOR,MTL,MTL,1065,1162,1,6,5
TOR,MTL,TOR,1699,1803,0,5,6
TOR,MTL,MTL,2223,2327,0,6,5
BOS,PHI,PHI,584,639,1,6,5
BOS,PHI,BOS,1442,1561.5,0,5,6
BOS,PHI,PHI,1852,1959,0,5,6
BOS,PHI,BOS,1852,1959,0,5,6
BOS,PHI,PHI,1852,1959,0,5,6
BOS,PHI,BOS,1852,1959,0,5,6
BOS,PHI,BOS,1959,2075,0,5,6
BOS,PHI,BOS,2831,2944,0,5,6
BOS,PHI,PHI,3239,3349.5,0,6,5
CGY,VAN,VAN,214,310,0,6,5
CGY,VAN,VAN,271,377,0,6,4
CGY,VAN,CGY,707,715,1,5,6
CGY,VAN,CGY,992,1072.5,0,5,6
CGY,VAN,VAN,1182,1292,0,6,5
CGY,VAN,VAN,1617,1645,0,6,5
CGY,VAN,CGY,1645,1764.5,0,5,6
CGY,VAN,VAN,2398,2398,0,6,5
CGY,VAN,VAN,2398,2398,0,6,5
CGY,VAN,CGY,2398,2398,0,6,5
CGY,VAN,CGY,2398,2398,0,6,5
L.A,S.J,S.J,198,316,0,6,5
L.A,S.J,L.A,681,800,0,5,6
L.A,S.J,S.J,681,800,0,5,6
L.A,S.J,L.A,723,828,0,5,6
L.A,S.J,L.A,1007,1120.5,0,5,6
L.A,S.J,L.A,1366,1400,1,5,6
L.A,S.J,L.A,1493,1612.5,0,5,6
L.A,S.J,S.J,1896,2002,0,6,5
L.A,S.J,S.J,3015,3134,0,6,5
L.A,S.J,S.J,3533,3600,0,6,4
L.A,S.J,S.J,3533,3600,0,6,4
BUF,CBJ,BUF,375,488,0,5,6
BUF,CBJ,BUF,586,586,0,NA,NA
BUF,CBJ,CBJ,586,586,0,NA,NA
BUF,CBJ,BUF,751,868.5,0,5,6
BUF,CBJ,BUF,1109,1222,0,5,6
BUF,CBJ,CBJ,2949,3047,0,6,5
BUF,CBJ,BUF,3047,3165,1,5,6
PHI,N.J,PHI,802,878,0,5,6
PHI,N.J,N.J,878,997,0,6,5
PHI,N.J,N.J,1649,1762,0,6,5
PHI,N.J,N.J,2130,2144,1,6,5
PHI,N.J,N.J,2395,2399,1,6,5
PHI,N.J,PHI,2688,2767,0,5,6
PHI,N.J,N.J,3020,3131,0,6,5
PHI,N.J,PHI,3186,3305.5,0,5,6
PIT,ANA,ANA,594,705,0,6,5
PIT,ANA,PIT,852,862,1,5,6
PIT,ANA,ANA,1465,1582,0,6,5
PIT,ANA,PIT,1873,1937,1,5,6
PIT,ANA,PIT,1873,1937,1,5,6
PIT,ANA,PIT,2020,2129.5,0,5,6
PIT,ANA,ANA,2184,2254,1,6,5
PIT,ANA,PIT,2419,2461,-1,5,6
PIT,ANA,PIT,2933,3042,0,5,6
PIT,ANA,ANA,3290,3407,-1,5,6
PIT,ANA,PIT,3290,3407,1,5,6
PIT,ANA,PIT,3376,3407,1,5,6
PIT,ANA,ANA,3498,3600,0,6,5
WSH,MTL,MTL,161,278,0,6,5
WSH,MTL,MTL,644,759,0,6,5
WSH,MTL,MTL,929,967,0,6,5
WSH,MTL,WSH,967,1079,0,5,6
WSH,MTL,WSH,1249,1352.5,0,5,6
WSH,MTL,MTL,1249,1352.5,0,5,6
WSH,MTL,WSH,1249,1352.5,0,5,6
WSH,MTL,MTL,1390,1460,0,6,5
WSH,MTL,WSH,1460,1579.5,0,5,6
WSH,MTL,MTL,2366,2434,0,6,4
WSH,MTL,MTL,2366,2434,0,6,4
WSH,MTL,WSH,2366,2434,0,6,4
WSH,MTL,WSH,2434,2539.5,0,5,6
WSH,MTL,MTL,2637,2637,0,NA,NA
WSH,MTL,WSH,2637,2637,0,NA,NA
WSH,MTL,WSH,3214,3331,0,5,6
DET,BOS,BOS,506,623.5,0,6,5
DET,BOS,BOS,1043,1161.5,0,6,5
DET,BOS,DET,1235,1354,0,4,5
DET,BOS,BOS,1235,1354,0,4,5
DET,BOS,DET,1276,1393,0,4,5
DET,BOS,DET,1608,1725.5,0,5,6
DET,BOS,BOS,2007,2086,1,6,5
DET,BOS,DET,2504,2575.5,0,5,6
DET,BOS,DET,3446,3494,0,5,6
DET,BOS,BOS,3494,3600,0,6,5
T.B,FLA,FLA,330,421.5,0,6,5
T.B,FLA,FLA,680,788,0,6,5
T.B,FLA,T.B,821,821,0,NA,NA
T.B,FLA,FLA,821,821,0,NA,NA
T.B,FLA,FLA,1534,1632,1,6,5
T.B,FLA,T.B,1862,1862,0,NA,NA
T.B,FLA,FLA,1862,1862,0,NA,NA
T.B,FLA,T.B,2011,2011,0,NA,NA
T.B,FLA,FLA,2011,2011,0,NA,NA
T.B,FLA,FLA,2226,2332.5,0,6,5
T.B,FLA,T.B,2559,2655,0,5,6
T.B,FLA,FLA,2723,2837,1,6,4
T.B,FLA,FLA,2778,2837,1,6,4
T.B,FLA,T.B,3222,3341,0,5,6
T.B,FLA,FLA,3600,3671,1,5,4
STL,NYR,NYR,1055,1165.5,0,6,5
STL,NYR,NYR,1330,1422,0,6,5
STL,NYR,NYR,1349,1463,0,6,4
STL,NYR,STL,1349,1463,0,6,4
STL,NYR,NYR,1422,1504,0,6,4
STL,NYR,STL,1688,1799,0,5,6
STL,NYR,NYR,1721,1820.5,0,5,6
STL,NYR,STL,1721,1820.5,0,5,6
STL,NYR,NYR,2138,2188,0,6,5
STL,NYR,STL,2188,2291.5,0,5,6
STL,NYR,STL,2707,2707,0,NA,NA
STL,NYR,NYR,2707,2707,0,NA,NA
STL,NYR,STL,2878,2966,0,5,6
STL,NYR,NYR,3266,3353.5,0,6,5
NSH,OTT,OTT,447,552,0,6,5
NSH,OTT,NSH,685,798,0,5,6
NSH,OTT,NSH,1555,1654,0,5,6
NSH,OTT,NSH,1840,1935,0,5,6
NSH,OTT,OTT,2070,2177,0,6,5
NSH,OTT,OTT,2381,2496,1,6,5
NSH,OTT,NSH,3112,3228,1,5,6
NSH,OTT,NSH,3493,3589,0,5,6
NSH,OTT,OTT,3589,3589,0,5,6
DAL,CHI,CHI,110,223,0,6,5
DAL,CHI,CHI,855,971.5,0,6,5
DAL,CHI,CHI,1223,1341.5,0,6,5
DAL,CHI,DAL,1543,1652.5,0,5,6
DAL,CHI,CHI,1803,1813,1,6,5
DAL,CHI,CHI,1803,1813,1,6,5
DAL,CHI,DAL,2246,2354,0,5,6
DAL,CHI,CHI,2354,2470,0,6,5
DAL,CHI,DAL,2543,2659.5,0,5,6
DAL,CHI,CHI,2687,2687,0,NA,NA
DAL,CHI,DAL,2687,2687,0,NA,NA
DAL,CHI,DAL,3063,3070,1,5,6
DAL,CHI,DAL,3485,3600,0,5,6
MIN,COL,MIN,111,227,0,5,6
MIN,COL,MIN,390,502,0,5,6
MIN,COL,COL,533,645,0,6,5
MIN,COL,COL,1616,1616,0,NA,NA
MIN,COL,MIN,1616,1616,0,NA,NA
MIN,COL,MIN,1745,1855.5,0,5,6
MIN,COL,COL,2335,2447.5,0,6,5
MIN,COL,COL,2912,2912,0,NA,NA
MIN,COL,MIN,2912,2912,0,NA,NA
MIN,COL,MIN,3307,3374.5,0,5,6
EDM,CGY,CGY,702,779,1,6,5
EDM,CGY,EDM,1364,1469,0,5,6
EDM,CGY,CGY,1814,1885,1,6,4
EDM,CGY,CGY,1834,1885,1,6,4
EDM,CGY,EDM,3504,3560,1,5,6
ARI,WPG,ARI,144,258,0,5,6
ARI,WPG,ARI,178,272,0,5,6
ARI,WPG,WPG,178,272,0,5,6
ARI,WPG,WPG,689,805,0,4,5
ARI,WPG,ARI,689,805,0,4,5
ARI,WPG,ARI,717,829.5,0,4,5
ARI,WPG,ARI,877,877,0,NA,NA
ARI,WPG,WPG,877,877,0,NA,NA
ARI,WPG,ARI,964,1061,0,5,6
ARI,WPG,WPG,964,1061,0,5,6
ARI,WPG,ARI,1020,1134,0,5,6
ARI,WPG,ARI,1273,1377,0,5,6
ARI,WPG,WPG,1377,1496,0,6,5
ARI,WPG,WPG,1800,1911.5,0,6,5
ARI,WPG,ARI,2182,2275,0,5,6
ARI,WPG,WPG,2606,2707,-1,6,5
CAR,NYI,NYI,111,229.5,0,6,5
CAR,NYI,CAR,936,1026,1,4,6
CAR,NYI,CAR,1013,1026,1,4,6
CAR,NYI,NYI,1291,1404,0,6,5
CAR,NYI,CAR,1602,1658,1,5,6
CAR,NYI,NYI,1832,1936,0,6,5
CAR,NYI,NYI,2400,2485,1,6,5
CAR,NYI,NYI,3441,3506,1,6,5
BOS,WSH,BOS,123,229,0,5,6
BOS,WSH,WSH,377,495.5,0,6,5
BOS,WSH,BOS,678,686,1,5,6
BOS,WSH,BOS,678,686,1,5,6
BOS,WSH,WSH,678,686,-1,5,6
BOS,WSH,WSH,1181,1300,0,6,5
BOS,WSH,WSH,1418,1418,0,NA,NA
BOS,WSH,BOS,1418,1418,0,NA,NA
BOS,WSH,BOS,1799,1834,1,5,6
BOS,WSH,WSH,2020,2131,0,6,5
BOS,WSH,WSH,2346,2458,0,6,5
BOS,WSH,BOS,3383,3495.5,0,5,6
BOS,WSH,BOS,3383,3495.5,0,5,6
TOR,PIT,TOR,450,464,1,5,6
TOR,PIT,PIT,687,800,0,6,5
TOR,PIT,TOR,999,1066,1,4,6
TOR,PIT,TOR,1022,1066,1,4,6
TOR,PIT,PIT,1156,1274,0,6,5
TOR,PIT,PIT,1308,1426.5,0,5,4
TOR,PIT,TOR,1308,1426.5,0,5,4
TOR,PIT,PIT,1350,1458,1,6,5
TOR,PIT,PIT,1646,1743,0,6,5
TOR,PIT,TOR,1743,1862,0,5,6
TOR,PIT,TOR,1975,2026,1,5,6
TOR,PIT,PIT,2934,3051,1,6,5
TOR,PIT,TOR,3567,3567,0,NA,NA
TOR,PIT,PIT,3567,3567,0,NA,NA
DET,ANA,DET,284,403,0,5,6
DET,ANA,ANA,650,767,0,6,5
DET,ANA,DET,1467,1551,0,5,6
DET,ANA,ANA,1948,2057.5,0,6,5
DET,ANA,ANA,2308,2425.5,0,4,5
DET,ANA,DET,2308,2425.5,0,4,5
DET,ANA,DET,2379,2486.5,0,4,5
T.B,OTT,T.B,508,621,0,5,6
T.B,OTT,OTT,922,942,1,6,5
T.B,OTT,T.B,1093,1208,0,5,6
T.B,OTT,OTT,1479,1575.5,0,6,5
T.B,OTT,OTT,2118,2118,0,NA,NA
T.B,OTT,T.B,2118,2118,0,NA,NA
T.B,OTT,T.B,2414,2527,0,5,6
T.B,OTT,OTT,2715,2831,0,6,5
FLA,N.J,FLA,456,526,1,5,6
FLA,N.J,FLA,733,793,1,5,6
FLA,N.J,N.J,940,1034.5,0,6,5
FLA,N.J,FLA,1180,1294,0,6,5
FLA,N.J,N.J,1180,1294,0,6,5
FLA,N.J,N.J,1200,1317.5,0,6,5
FLA,N.J,FLA,1502,1616.5,0,5,6
FLA,N.J,N.J,1887,1990,0,6,5
FLA,N.J,FLA,1990,2104.5,0,5,6
FLA,N.J,N.J,2124,2191,1,6,5
FLA,N.J,N.J,2357,2472,0,6,5
FLA,N.J,N.J,2504,2616,0,6,5
FLA,N.J,N.J,2602,2717.5,0,6,4
FLA,N.J,N.J,2908,3019,0,6,5
FLA,N.J,FLA,3333,3443,0,4,5
FLA,N.J,N.J,3333,3443,0,4,5
FLA,N.J,FLA,3394,3506,0,4,5
NYI,CAR,CAR,164,230,1,6,5
NYI,CAR,CAR,317,422,0,6,5
NYI,CAR,NYI,817,853,1,5,6
NYI,CAR,NYI,1136,1183,1,5,6
NYI,CAR,CAR,1365,1478,0,6,5
NYI,CAR,CAR,1419,1492,0,6,5
NYI,CAR,NYI,1419,1492,0,6,5
NYI,CAR,CAR,1560,1607,1,6,5
NYI,CAR,CAR,1691,1691,0,NA,NA
NYI,CAR,CAR,1691,1691,0,NA,NA
NYI,CAR,NYI,1691,1691,0,NA,NA
NYI,CAR,NYI,1691,1691,0,NA,NA
NYI,CAR,CAR,1691,1691,0,NA,NA
NYI,CAR,CAR,1813,1821,0,6,5
NYI,CAR,NYI,1997,2111.5,0,5,6
NYI,CAR,NYI,2872,2990.5,0,5,6
PHI,MTL,MTL,413,528,0,6,5
PHI,MTL,PHI,696,801,0,5,6
PHI,MTL,PHI,779,891.5,0,4,6
PHI,MTL,MTL,928,1034,0,4,5
PHI,MTL,PHI,928,1034,0,4,5
PHI,MTL,PHI,969,1034,0,4,5
PHI,MTL,MTL,1034,1151,0,6,5
PHI,MTL,MTL,1210,1255,1,6,5
PHI,MTL,MTL,1906,2014,0,6,5
PHI,MTL,MTL,3743,3852.5,0,5,4
CBJ,NYR,NYR,222,332,0,6,5
CBJ,NYR,CBJ,557,668,0,5,6
CBJ,NYR,NYR,756,861,0,6,5
CBJ,NYR,CBJ,892,1002.5,0,5,6
CBJ,NYR,NYR,1956,2074,0,6,5
CBJ,NYR,NYR,2340,2369,0,6,5
CBJ,NYR,NYR,2340,2369,0,6,5
CBJ,NYR,CBJ,2340,2369,0,6,5
CBJ,NYR,NYR,2340,2369,0,6,5
CBJ,NYR,CBJ,2369,2477,0,5,6
CBJ,NYR,NYR,2777,2777,0,NA,NA
CBJ,NYR,CBJ,2777,2777,0,NA,NA
STL,CGY,STL,322,436,0,5,6
STL,CGY,STL,486,524,-1,6,5
STL,CGY,CGY,486,524,1,6,5
STL,CGY,CGY,486,524,1,6,5
STL,CGY,CGY,1369,1392,1,6,5
STL,CGY,CGY,1645,1649.5,0,6,5
STL,CGY,STL,1648,1649.5,0,6,5
STL,CGY,STL,1814,1814,0,NA,NA
STL,CGY,CGY,1814,1814,0,NA,NA
STL,CGY,STL,2055,2173,0,5,6
STL,CGY,STL,2653,2771,0,5,6
STL,CGY,CGY,2778,2890.5,0,6,5
STL,CGY,STL,3048,3167,0,5,6
STL,CGY,STL,3210,3326.5,0,5,6
STL,CGY,CGY,3210,3326.5,0,5,6
STL,CGY,STL,3306,3347,1,5,6
STL,CGY,CGY,3495,3597,0,6,5
NSH,DAL,NSH,697,697,0,NA,NA
NSH,DAL,DAL,697,697,0,NA,NA
NSH,DAL,DAL,1307,1425,0,6,5
NSH,DAL,NSH,1736,1854,0,5,6
NSH,DAL,NSH,2981,2981,0,NA,NA
NSH,DAL,DAL,2981,2981,0,NA,NA
NSH,DAL,DAL,3117,3236.5,0,6,5
NSH,DAL,DAL,3117,3236.5,0,6,5
NSH,DAL,DAL,3398,3513,0,6,5
CHI,BUF,BUF,629,740.5,0,6,5
CHI,BUF,BUF,1057,1120,-1,6,5
CHI,BUF,BUF,2216,2314.5,0,6,5
CHI,BUF,CHI,2583,2700.5,0,5,6
CHI,BUF,CHI,2950,3003,-1,5,6
CHI,BUF,BUF,3147,3196,1,6,5
CHI,BUF,CHI,3305,3414,0,5,6
CHI,BUF,CHI,3517,3600,0,5,6
COL,MIN,MIN,646,765,0,6,5
COL,MIN,COL,914,1029,0,5,6
COL,MIN,COL,1229,1346.5,0,5,6
COL,MIN,COL,1343,1398,0,4,6
COL,MIN,COL,1343,1398,0,4,6
COL,MIN,MIN,1398,1398,0,NA,NA
COL,MIN,COL,1659,1659,0,NA,NA
COL,MIN,MIN,1659,1659,0,NA,NA
COL,MIN,MIN,2028,2139.5,0,6,5
COL,MIN,COL,2833,2951,0,5,6
COL,MIN,COL,2951,3042,0,4,6
COL,MIN,MIN,3140,3140,0,NA,NA
COL,MIN,COL,3140,3140,0,NA,NA
COL,MIN,MIN,3447,3565,0,6,5
ARI,L.A,ARI,581,667,0,5,6
ARI,L.A,L.A,645,759,0,5,4
ARI,L.A,L.A,667,768,0,6,5
ARI,L.A,ARI,667,768,0,6,5
ARI,L.A,L.A,1150,1161,1,6,5
ARI,L.A,L.A,1482,1482,0,NA,NA
ARI,L.A,ARI,1482,1482,0,NA,NA
ARI,L.A,L.A,1889,2007,0,6,5
ARI,L.A,ARI,2463,2580,0,5,6
ARI,L.A,ARI,3433,3540,0,5,6
ARI,L.A,L.A,3821,3886,1,5,4
ARI,L.A,ARI,3886,3886,-1,5,4
ARI,L.A,L.A,3886,3886,1,5,4
VAN,EDM,VAN,266,341,1,5,6
VAN,EDM,VAN,984,1101,0,5,6
VAN,EDM,EDM,1488,1606.5,0,6,5
VAN,EDM,EDM,1658,1716,-1,6,5
VAN,EDM,EDM,2178,2268.5,0,6,5
VAN,EDM,EDM,2454,2560,0,6,5
VAN,EDM,EDM,2665,2780,0,6,5
VAN,EDM,EDM,2780,2826,1,6,5
VAN,EDM,VAN,2780,2826,-1,6,5
VAN,EDM,EDM,2780,2826,1,6,5
VAN,EDM,VAN,3404,3520,0,5,6
S.J,WPG,WPG,574,675,0,6,5
S.J,WPG,WPG,1146,1259.5,0,6,5
S.J,WPG,WPG,1671,1776.5,0,6,5
S.J,WPG,S.J,1833,1950,0,5,6
S.J,WPG,WPG,2143,2230.5,0,6,5
S.J,WPG,S.J,2393,2501.5,0,5,6
S.J,WPG,WPG,2654,2771,0,6,5
S.J,WPG,WPG,2755,2873.5,0,6,4
S.J,WPG,WPG,2883,3001,0,6,5
S.J,WPG,WPG,3024,3138,0,6,5
S.J,WPG,WPG,3024,3138,0,6,5
S.J,WPG,WPG,3273,3273,0,NA,NA
S.J,WPG,S.J,3273,3273,0,NA,NA
NYR,TOR,NYR,448,465,1,5,6
NYR,TOR,NYR,910,1018,0,5,6
NYR,TOR,NYR,1495,1519,1,5,6
NYR,TOR,TOR,1739,1783,-1,6,5
NYR,TOR,NYR,2279,2398,0,5,6
NYR,TOR,TOR,2974,3089,0,6,5
L.A,WPG,L.A,134,134,0,NA,NA
L.A,WPG,WPG,134,134,0,NA,NA
L.A,WPG,WPG,490,607,0,6,5
L.A,WPG,WPG,938,1047,0,6,5
L.A,WPG,L.A,1462,1579,0,5,6
L.A,WPG,L.A,1572,1687.5,0,4,6
L.A,WPG,L.A,2395,2395,0,NA,NA
L.A,WPG,WPG,2395,2395,0,NA,NA
L.A,WPG,WPG,2521,2636.5,0,6,5
BOS,COL,BOS,508,626,0,5,6
BOS,COL,COL,644,762,0,6,5
BOS,COL,COL,1139,1141,0,6,5
BOS,COL,BOS,1141,1141,0,NA,NA
BOS,COL,COL,1574,1670,1,6,5
BOS,COL,BOS,1862,1862,0,NA,NA
BOS,COL,COL,1862,1862,0,NA,NA
BOS,COL,BOS,1976,2095,0,5,6
BUF,ANA,BUF,18,131,0,5,6
BUF,ANA,BUF,218,334,0,5,6
BUF,ANA,ANA,282,394,0,6,5
BUF,ANA,BUF,752,869,0,5,6
BUF,ANA,BUF,881,930,1,5,6
BUF,ANA,ANA,1212,1321,0,6,5
BUF,ANA,BUF,1568,1687.5,0,5,6
BUF,ANA,BUF,1947,1947,0,NA,NA
BUF,ANA,ANA,1947,1947,0,NA,NA
BUF,ANA,ANA,2400,2519.5,0,6,5
BUF,ANA,BUF,3059,3059,0,NA,NA
BUF,ANA,ANA,3059,3059,0,NA,NA
BUF,ANA,BUF,3482,3600,0,5,6
FLA,OTT,FLA,464,570,0,5,6
FLA,OTT,OTT,1793,1843,0,6,5
FLA,OTT,FLA,1843,1960.5,0,5,6
FLA,OTT,FLA,2049,2134,1,5,6
FLA,OTT,OTT,2265,2298,0,6,5
FLA,OTT,FLA,2298,2417,0,6,5
FLA,OTT,FLA,2711,2745,0,5,6
FLA,OTT,OTT,2745,2864,0,6,5
FLA,OTT,OTT,3003,3003,0,NA,NA
FLA,OTT,FLA,3003,3003,0,NA,NA
NYR,NYI,NYI,40,159,0,6,5
NYR,NYI,NYR,583,631,1,5,6
NYR,NYI,NYR,1069,1187.5,0,5,6
NYR,NYI,NYI,1104,1187.5,0,4,5
NYR,NYI,NYR,1129,1244,0,4,5
NYR,NYI,NYI,1649,1761,0,6,5
NYR,NYI,NYR,1845,1958,0,5,6
NYR,NYI,NYI,2154,2249,0,6,5
PHI,ANA,ANA,261,349,0,6,5
PHI,ANA,PHI,349,467,0,5,6
PHI,ANA,PHI,891,1005.5,0,5,6
PHI,ANA,ANA,1862,1963,1,6,4
PHI,ANA,ANA,1934,1963,1,6,4
PHI,ANA,ANA,2143,2255,1,6,5
WSH,S.J,WSH,158,276,1,5,6
WSH,S.J,S.J,843,955,0,6,5
WSH,S.J,S.J,1362,1371,1,6,5
WSH,S.J,WSH,1652,1768,0,5,6
WSH,S.J,S.J,2064,2171.5,0,6,5
WSH,S.J,S.J,3226,3249,1,6,5
WSH,S.J,WSH,3526,3636,0,5,6
CAR,BUF,CAR,874,992,0,5,6
CAR,BUF,CAR,1079,1192,0,5,6
CAR,BUF,BUF,1773,1885,0,6,5
CAR,BUF,BUF,2156,2271,0,6,5
CAR,BUF,BUF,3369,3488,0,6,5
CBJ,DAL,DAL,1130,1244.5,0,6,5
CBJ,DAL,DAL,1233,1349.5,0,6,4
CBJ,DAL,DAL,1743,1827,0,6,5
CBJ,DAL,DAL,1995,2062,1,6,5
CBJ,DAL,CBJ,2215,2319,0,5,6
CBJ,DAL,DAL,2387,2387,0,NA,NA
CBJ,DAL,CBJ,2387,2387,0,NA,NA
TOR,COL,TOR,13,130,0,5,6
TOR,COL,COL,423,532,0,6,5
TOR,COL,COL,1586,1703,0,6,5
TOR,COL,TOR,1586,1703,0,6,5
TOR,COL,COL,1586,1703,0,6,5
TOR,COL,TOR,1854,1950,0,5,6
TOR,COL,COL,1950,2064,0,6,5
TOR,COL,COL,2310,2422,0,6,5
TOR,COL,TOR,3263,3353,0,5,6
TOR,COL,COL,3353,3469.5,0,6,5
T.B,N.J,N.J,78,184,0,6,5
T.B,N.J,T.B,239,287,0,5,6
T.B,N.J,N.J,287,405,0,6,5
T.B,N.J,N.J,1156,1270.5,0,6,5
T.B,N.J,T.B,1293,1405,0,5,6
T.B,N.J,T.B,1843,1938,0,5,6
T.B,N.J,T.B,2996,3079,1,5,6
T.B,N.J,N.J,3149,3254,0,6,5
NSH,CGY,CGY,349,458,0,6,5
NSH,CGY,CGY,746,864,0,6,5
NSH,CGY,NSH,1502,1519,1,5,6
NSH,CGY,NSH,1890,2009,0,5,6
NSH,CGY,NSH,2646,2760.5,0,5,6
NSH,CGY,CGY,3017,3017,0,NA,NA
NSH,CGY,NSH,3017,3017,0,NA,NA
L.A,EDM,L.A,110,110,0,NA,NA
L.A,EDM,EDM,110,110,0,NA,NA
L.A,EDM,EDM,388,506,0,6,5
L.A,EDM,L.A,510,589,-1,5,6
L.A,EDM,EDM,2730,2759,1,6,5
L.A,EDM,EDM,2854,2947.5,0,6,5
L.A,EDM,L.A,3222,3337,0,5,6
L.A,EDM,L.A,3452,3571,0,5,6
DET,BOS,DET,584,701,0,5,6
DET,BOS,BOS,1026,1139,0,6,5
DET,BOS,BOS,1608,1675,0,6,5
DET,BOS,BOS,2234,2353.5,0,6,5
DET,BOS,BOS,2489,2576,1,6,5
DET,BOS,DET,2700,2800,0,5,6
DET,BOS,DET,2865,2974,0,5,6
DET,BOS,BOS,3859,3900,0,5,4
CHI,CGY,CGY,222,339,0,6,5
CHI,CGY,CGY,498,605.5,0,6,5
CHI,CGY,CGY,700,813.5,0,6,5
CHI,CGY,CGY,1240,1356,0,6,5
CHI,CGY,CHI,2065,2146,0,5,6
CHI,CGY,CGY,2341,2460,0,6,5
CHI,CGY,CGY,2844,2960,0,6,5
CHI,CGY,CGY,3244,3255,1,6,5
ARI,EDM,EDM,476,502,1,6,5
ARI,EDM,ARI,520,639,0,5,6
ARI,EDM,EDM,866,972,0,6,5
ARI,EDM,ARI,1348,1451,0,5,6
ARI,EDM,EDM,1589,1705,0,6,5
ARI,EDM,EDM,2296,2400,0,6,5
ARI,EDM,EDM,2515,2515,0,NA,NA
ARI,EDM,ARI,2515,2515,0,NA,NA
NYI,S.J,S.J,943,1052.5,0,6,5
NYI,S.J,NYI,1747,1754,1,5,6
NYI,S.J,S.J,2738,2757,1,6,5
PIT,DAL,DAL,89,148,1,6,5
PIT,DAL,PIT,298,410,0,5,6
PIT,DAL,DAL,410,466,1,6,5
PIT,DAL,DAL,657,746,0,6,5
PIT,DAL,PIT,746,865,0,6,5
PIT,DAL,DAL,1065,1183.5,0,6,5
PIT,DAL,PIT,2877,2995,0,5,6
PIT,DAL,PIT,3590,3597,1,5,6
WSH,N.J,WSH,117,230.5,0,5,6
WSH,N.J,N.J,789,891,0,6,5
WSH,N.J,WSH,1119,1221.5,0,5,6
WSH,N.J,N.J,1281,1400,0,6,5
WSH,N.J,N.J,1875,1987,0,6,5
WSH,N.J,N.J,2736,2854,0,6,5
WSH,N.J,N.J,2846,2935,1,6,5
WSH,N.J,WSH,3279,3377,0,5,6
MTL,BOS,MTL,273,382.5,0,5,6
MTL,BOS,MTL,487,543,1,5,6
MTL,BOS,BOS,671,693,1,6,5
MTL,BOS,MTL,1090,1200,0,5,6
MTL,BOS,BOS,1932,1932,0,NA,NA
MTL,BOS,MTL,1932,1932,0,NA,NA
MTL,BOS,BOS,2383,2496,0,6,5
MTL,BOS,BOS,3520,3580,1,6,5
MTL,BOS,BOS,3580,3580,1,6,5
OTT,COL,COL,523,597,-1,6,5
OTT,COL,COL,679,797,0,6,5
OTT,COL,COL,847,966,0,6,5
OTT,COL,OTT,1020,1058,1,5,6
OTT,COL,COL,1119,1231,0,6,5
OTT,COL,OTT,1377,1496,0,5,6
OTT,COL,COL,1377,1496,0,5,6
OTT,COL,OTT,1377,1496,0,5,6
OTT,COL,COL,1531,1571,1,6,5
OTT,COL,OTT,1724,1833,0,5,6
OTT,COL,OTT,1724,1833,0,5,6
OTT,COL,COL,1724,1833,0,5,6
OTT,COL,OTT,2573,2681,0,5,6
OTT,COL,COL,2821,2852,0,6,5
OTT,COL,OTT,2852,2969,0,5,6
OTT,COL,COL,3220,3339,0,6,5
L.A,STL,L.A,22,141,0,5,6
L.A,STL,STL,515,634,0,6,5
L.A,STL,L.A,638,753.5,0,5,6
L.A,STL,STL,1045,1157,0,6,5
L.A,STL,STL,1603,1706,0,6,5
L.A,STL,STL,1785,1900,0,4,5
L.A,STL,L.A,1785,1900,0,4,5
L.A,STL,L.A,1863,1977,0,4,5
L.A,STL,L.A,2082,2199,0,5,6
L.A,STL,STL,2872,2984,0,6,5
BUF,FLA,FLA,318,431,0,6,5
BUF,FLA,BUF,817,930,0,5,6
BUF,FLA,BUF,1191,1214,0,5,6
BUF,FLA,FLA,1214,1331.5,0,6,5
BUF,FLA,BUF,1742,1742,0,NA,NA
BUF,FLA,FLA,1742,1742,0,NA,NA
BUF,FLA,BUF,2130,2240,0,5,6
BUF,FLA,FLA,2240,2358,0,6,5
BUF,FLA,BUF,2632,2750,0,5,6
BUF,FLA,FLA,2806,2908,0,6,5
BUF,FLA,FLA,2878,2962,0,6,4
BUF,FLA,BUF,2962,3074,0,5,6
NYR,CAR,CAR,268,376,0,6,5
NYR,CAR,NYR,736,854,0,5,6
NYR,CAR,CAR,1148,1260,0,6,5
NYR,CAR,CAR,1431,1550,0,6,5
NYR,CAR,CAR,1717,1836,0,6,5
NYR,CAR,NYR,1938,2049.5,0,5,6
NYR,CAR,NYR,2348,2464,0,5,6
NYR,CAR,CAR,2752,2752,0,NA,NA
NYR,CAR,NYR,2752,2752,0,NA,NA
NYR,CAR,CAR,3202,3308.5,0,6,5
CBJ,CGY,CGY,221,321,1,6,5
CBJ,CGY,CGY,365,482,0,6,5
CBJ,CGY,CBJ,544,660.5,0,5,6
CBJ,CGY,CGY,544,660.5,0,5,6
CBJ,CGY,CBJ,644,755,0,5,6
CBJ,CGY,CBJ,1308,1422.5,0,5,6
CBJ,CGY,CGY,1904,2001,0,6,5
CBJ,CGY,CBJ,2104,2180,0,5,6
CBJ,CGY,CBJ,2417,2509.5,0,5,6
CBJ,CGY,CGY,2892,3009.5,0,6,5
CBJ,CGY,CGY,3226,3343.5,0,6,5
