home,away,pteam,starttime,endtime,goal,nskatersh,nskatersa
MIN,WPG,WPG,3403,3518.5,0,6,5
STL,DAL,DAL,313,423,0,6,5
STL,DAL,DAL,963,970,1,6,5
STL,DAL,DAL,1505,1566,0,6,5
STL,DAL,STL,1566,1661,1,5,6
STL,DAL,STL,1937,2041,0,5,6
STL,DAL,STL,2090,2198,0,5,6
STL,DAL,STL,2248,2352,1,5,6
STL,DAL,DAL,2750,2841,0,6,5
STL,DAL,STL,3598,3600,0,5,6
STL,DAL,STL,3598,3600,0,5,6
STL,DAL,DAL,3598,3600,0,5,6
STL,DAL,STL,3598,3600,0,5,6
STL,DAL,DAL,3598,3600,0,5,6
NSH,PHI,NSH,39,154,0,5,6
NSH,PHI,PHI,495,581,1,6,5
NSH,PHI,PHI,980,1089,0,6,5
NSH,PHI,NSH,1138,1256,0,5,6
NSH,PHI,NSH,1200,1295,0,5,6
NSH,PHI,PHI,1936,2037,1,6,4
NSH,PHI,PHI,1962,2037,1,6,4
NSH,PHI,PHI,1962,2075,1,6,5
NSH,PHI,PHI,1962,2037,1,6,4
NSH,PHI,PHI,1962,2075,1,6,5
NSH,PHI,PHI,3171,3286,0,6,5
NSH,PHI,NSH,3456,3571,0,5,6
NSH,PHI,NSH,3456,3571,0,5,6
NSH,PHI,PHI,3456,3571,0,5,6
ARI,ANA,ARI,822,938.5,0,5,6
ARI,ANA,ANA,1597,1715,0,6,5
COL,CHI,COL,194,309.5,0,5,6
COL,CHI,COL,685,795,0,5,6
COL,CHI,CHI,1321,1437,0,6,5
COL,CHI,COL,1895,1994,1,5,6
COL,CHI,COL,2842,2894,1,5,6
COL,CHI,CHI,2969,3078.5,0,6,5
COL,CHI,CHI,3049,3167,0,6,4
CGY,EDM,EDM,684,801.5,0,6,5
CGY,EDM,CGY,837,953,0,5,6
CGY,EDM,CGY,1200,1314.5,0,5,6
CGY,EDM,CGY,1536,1654,0,5,6
CGY,EDM,EDM,2783,2891,0,6,5
CGY,EDM,CGY,2904,2904,0,4,6
CGY,EDM,CGY,2904,2904,0,4,6
CGY,EDM,EDM,2904,2904,0,4,6
CGY,EDM,EDM,2904,2904,0,4,6
CGY,EDM,EDM,3168,3278.5,0,6,5
CGY,EDM,CGY,3539,3600,0,5,6
CGY,EDM,CGY,3570,3600,0,4,6
L.A,S.J,S.J,1387,1502,0,6,5
L.A,S.J,S.J,1765,1813,1,6,5
L.A,S.J,L.A,2331,2450,0,5,6
L.A,S.J,S.J,2545,2598,1,6,5
L.A,S.J,S.J,2810,2925,0,6,5
L.A,S.J,L.A,3370,3473,0,5,6
FLA,TOR,FLA,213,326,0,5,6
FLA,TOR,TOR,875,987.5,0,6,5
FLA,TOR,TOR,1000,1119,0,6,5
FLA,TOR,FLA,1152,1269,0,5,6
FLA,TOR,FLA,2138,2250,1,5,6
FLA,TOR,FLA,2592,2711,0,5,6
FLA,TOR,TOR,3319,3405,1,6,5
ANA,VAN,VAN,212,217,0,6,5
ANA,VAN,ANA,217,217,0,NA,NA
ANA,VAN,ANA,463,463,0,NA,NA
ANA,VAN,VAN,463,463,0,NA,NA
ANA,VAN,VAN,851,968,0,6,5
ANA,VAN,VAN,1342,1459,0,6,5
ANA,VAN,VAN,2457,2562.5,0,6,5
BOS,DET,BOS,483,591,0,5,6
BOS,DET,BOS,2016,2110,1,5,6
BOS,DET,BOS,2155,2262.5,0,5,6
BOS,DET,DET,2614,2711,1,6,5
BOS,DET,BOS,3298,3407.5,0,5,6
N.J,PIT,N.J,110,216,0,5,6
N.J,PIT,PIT,1405,1495,0,6,5
N.J,PIT,N.J,1405,1495,0,6,5
N.J,PIT,PIT,1495,1533,1,6,5
N.J,PIT,N.J,2176,2280,0,4,5
N.J,PIT,PIT,2176,2280,0,4,5
N.J,PIT,N.J,2176,2280,0,4,5
N.J,PIT,N.J,2747,2857,0,5,6
N.J,PIT,PIT,2947,3061,0,6,5
N.J,PIT,PIT,3536,3600,0,6,5
NYI,WSH,NYI,237,254,0,5,6
NYI,WSH,WSH,254,362,0,6,5
NYI,WSH,NYI,958,1066,0,5,6
NYI,WSH,NYI,1248,1367,0,5,6
NYI,WSH,WSH,1755,1806,1,6,5
NYI,WSH,WSH,1855,1972,0,6,5
NYI,WSH,NYI,2386,2501,-1,5,6
NYI,WSH,WSH,2826,2941,0,6,5
NYI,WSH,WSH,3160,3278.5,0,6,5
NYI,WSH,WSH,3536,3644,0,6,5
CAR,MTL,CAR,263,263,0,NA,NA
CAR,MTL,MTL,263,263,0,NA,NA
CAR,MTL,MTL,1470,1560.5,0,6,5
CAR,MTL,MTL,2514,2579,1,6,5
CAR,MTL,CAR,3120,3231,0,5,6
OTT,BUF,OTT,172,285,0,5,6
OTT,BUF,OTT,1043,1043,0,NA,NA
OTT,BUF,BUF,1043,1043,0,NA,NA
OTT,BUF,OTT,1459,1568.5,0,5,6
OTT,BUF,OTT,1809,1928,0,5,6
OTT,BUF,BUF,2325,2439,0,6,5
OTT,BUF,BUF,2922,3032,0,6,5
OTT,BUF,OTT,3180,3292,0,5,6
T.B,TOR,T.B,478,575,0,5,6
T.B,TOR,TOR,680,799.5,0,6,5
T.B,TOR,TOR,1530,1597,1,6,5
T.B,TOR,TOR,2067,2185.5,0,6,5
T.B,TOR,T.B,3083,3201.5,0,5,6
T.B,TOR,TOR,3359,3448,0,6,5
STL,COL,STL,1737,1837,0,5,6
STL,COL,COL,1952,2062,0,6,5
WPG,MIN,WPG,653,686,0,5,6
WPG,MIN,MIN,686,686,0,NA,NA
WPG,MIN,MIN,850,960,1,6,5
WPG,MIN,WPG,969,1088.5,0,5,6
WPG,MIN,WPG,976,1094.5,0,4,6
WPG,MIN,MIN,1140,1220,1,6,5
WPG,MIN,WPG,2066,2175,0,5,6
CHI,NSH,NSH,585,700.5,0,6,5
CHI,NSH,CHI,905,1022,0,5,6
CHI,NSH,NSH,1245,1360,0,6,5
CHI,NSH,CHI,1376,1491,0,5,6
CHI,NSH,NSH,1706,1822.5,0,6,5
CHI,NSH,CHI,2159,2263,-1,5,4
CHI,NSH,NSH,2159,2263,1,5,4
CHI,NSH,NSH,2207,2263,1,5,4
CHI,NSH,CHI,2338,2344,1,5,6
CHI,NSH,CHI,2617,2720.5,0,5,6
CHI,NSH,NSH,2925,3022.5,0,6,5
CHI,NSH,CHI,3260,3366,0,5,6
DAL,NYR,DAL,288,357,1,5,6
DAL,NYR,NYR,504,542,1,6,5
DAL,NYR,NYR,1762,1878,0,6,5
DAL,NYR,DAL,2320,2435,0,5,6
DAL,NYR,NYR,2400,2444,0,5,6
DAL,NYR,DAL,2400,2444,0,5,6
DAL,NYR,NYR,2520,2636.5,0,6,5
DAL,NYR,NYR,2960,3079,0,6,5
CGY,L.A,CGY,493,610,0,5,6
CGY,L.A,L.A,908,1012.5,0,6,5
CGY,L.A,CGY,1451,1562.5,0,5,6
CGY,L.A,L.A,3393,3512,0,6,5
ARI,PHI,PHI,1193,1306,0,6,5
ARI,PHI,PHI,2522,2568,1,6,5
ARI,PHI,ARI,2762,2875,0,5,6
ARI,PHI,ARI,3189,3308.5,0,5,6
FLA,MTL,FLA,660,772,0,5,6
FLA,MTL,MTL,1383,1478.5,0,6,5
FLA,MTL,MTL,1525,1637,0,6,5
FLA,MTL,FLA,1759,1876.5,0,5,6
FLA,MTL,MTL,3252,3358,0,6,5
NSH,STL,NSH,197,299,0,5,6
NSH,STL,STL,693,811,0,6,5
NSH,STL,STL,1101,1219,0,6,5
NSH,STL,STL,1533,1639,0,6,5
NSH,STL,NSH,1827,1939,0,5,6
NSH,STL,NSH,2274,2340,0,5,6
NSH,STL,STL,2457,2576,0,6,5
NSH,STL,NSH,2900,2942,-1,5,6
EDM,L.A,L.A,124,238.5,0,6,5
EDM,L.A,EDM,953,1070,0,5,6
EDM,L.A,EDM,1043,1162.5,0,4,6
EDM,L.A,L.A,1938,2057,0,6,5
EDM,L.A,L.A,2089,2089.5,0,6,5
EDM,L.A,EDM,2089,2089.5,0,6,5
EDM,L.A,L.A,3296,3411.5,0,6,5
EDM,L.A,EDM,3419,3455,1,5,6
S.J,VAN,VAN,811,929,0,6,5
S.J,VAN,S.J,866,939.5,0,5,4
S.J,VAN,VAN,918,1035,0,5,4
S.J,VAN,VAN,1259,1366,0,6,5
S.J,VAN,VAN,1943,2049,0,6,5
WPG,NYI,WPG,154,273,0,5,6
WPG,NYI,NYI,296,412,0,6,5
WPG,NYI,NYI,703,803,0,6,5
WPG,NYI,WPG,990,1096,1,4,6
WPG,NYI,WPG,1080,1096,1,4,6
WPG,NYI,NYI,1360,1477.5,0,6,5
WPG,NYI,WPG,1532,1648,0,5,6
WPG,NYI,NYI,2358,2447,1,6,5
WPG,NYI,WPG,2858,2953.5,0,5,6
WPG,NYI,WPG,3234,3352.5,0,5,6
WPG,NYI,WPG,3507,3568,1,4,6
BUF,T.B,T.B,659,753,1,6,5
BUF,T.B,BUF,802,913.5,0,5,6
BUF,T.B,T.B,1503,1612.5,0,6,5
BUF,T.B,BUF,2289,2342,1,5,6
BUF,T.B,BUF,2591,2709.5,0,5,6
BOS,TOR,BOS,493,608.5,0,5,6
BOS,TOR,TOR,553,608.5,0,5,6
BOS,TOR,BOS,553,608.5,0,5,6
BOS,TOR,BOS,1071,1159,0,NA,NA
BOS,TOR,TOR,1159,1217,1,6,5
BOS,TOR,BOS,1748,1785,1,5,6
BOS,TOR,TOR,2406,2522,0,6,5
PIT,CAR,CAR,275,389,0,6,5
PIT,CAR,PIT,1005,1105.5,0,5,6
PIT,CAR,PIT,1411,1411,0,NA,NA
PIT,CAR,CAR,1411,1411,0,NA,NA
PIT,CAR,CAR,1636,1753,0,6,5
PIT,CAR,CAR,2036,2151,0,6,5
PIT,CAR,PIT,2451,2568,0,5,6
PIT,CAR,PIT,2793,2907,0,5,6
CBJ,MIN,CBJ,700,816,0,5,6
CBJ,MIN,CBJ,907,958,1,5,6
CBJ,MIN,MIN,2095,2214.5,0,6,5
CBJ,MIN,CBJ,2396,2507,0,5,6
CBJ,MIN,MIN,2654,2757,1,6,5
CBJ,MIN,CBJ,2893,2966.5,0,5,6
DET,N.J,N.J,675,792,0,6,5
DET,N.J,N.J,836,943.5,0,6,5
DET,N.J,DET,1336,1454,0,5,6
DET,N.J,N.J,1597,1709.5,0,6,5
DET,N.J,DET,1912,2003,0,5,6
DET,N.J,DET,2819,2937,0,5,6
DET,N.J,N.J,3467,3545,0,6,5
FLA,NYR,NYR,413,413,0,NA,NA
FLA,NYR,FLA,413,413,0,NA,NA
FLA,NYR,NYR,1628,1724.5,0,6,5
FLA,NYR,FLA,2002,2068,1,5,6
FLA,NYR,NYR,2435,2472,0,6,5
FLA,NYR,FLA,2472,2587.5,0,5,6
FLA,NYR,NYR,2832,2859,1,6,5
ANA,S.J,ANA,182,182,0,NA,NA
ANA,S.J,S.J,182,182,0,NA,NA
ANA,S.J,ANA,763,869,0,5,6
ANA,S.J,ANA,946,1063,0,5,6
ANA,S.J,ANA,1073,1181,0,5,6
ANA,S.J,S.J,1429,1542.5,0,6,5
ANA,S.J,S.J,2400,2519,-1,4,6
ANA,S.J,ANA,2400,2519,1,4,6
ANA,S.J,ANA,2400,2519,1,4,6
ANA,S.J,ANA,2400,2519,1,4,6
ANA,S.J,S.J,2636,2715,0,6,5
ANA,S.J,ANA,2715,2828,0,5,6
ANA,S.J,S.J,3115,3179,0,6,5
ANA,S.J,ANA,3179,3285.5,0,5,6
ANA,S.J,ANA,3328,3438,0,5,6
DAL,ARI,DAL,917,1032,0,5,6
DAL,ARI,ARI,1414,1530,0,6,5
DAL,ARI,DAL,1714,1831,0,5,6
DAL,ARI,DAL,1927,2042,0,5,6
DAL,ARI,ARI,2428,2479,1,6,5
COL,PHI,PHI,336,454,0,6,5
COL,PHI,COL,336,454,0,6,5
COL,PHI,PHI,336,454,0,6,5
COL,PHI,COL,536,614,1,5,6
COL,PHI,COL,665,744,0,5,6
COL,PHI,PHI,744,859,0,5,6
COL,PHI,PHI,924,1043,0,6,5
COL,PHI,COL,1102,1200,0,5,6
COL,PHI,COL,1549,1663,0,5,6
COL,PHI,COL,2884,3000,1,5,6
COL,PHI,PHI,3097,3168,1,6,5
CGY,EDM,EDM,171,275,0,6,5
CGY,EDM,EDM,518,635.5,0,6,5
CGY,EDM,CGY,859,966,1,5,6
CGY,EDM,EDM,1145,1264,0,6,5
CGY,EDM,CGY,1618,1733,0,5,6
CGY,EDM,CGY,1850,1969.5,0,5,6
CGY,EDM,EDM,2218,2281,1,6,5
CGY,EDM,EDM,3198,3300,0,6,5
CGY,EDM,EDM,3541,3541,0,NA,NA
CGY,EDM,CGY,3541,3541,0,NA,NA
WSH,CHI,CHI,341,341,0,NA,NA
WSH,CHI,WSH,341,341,0,NA,NA
WSH,CHI,WSH,809,816,1,5,6
WSH,CHI,CHI,1061,1113,0,6,5
WSH,CHI,WSH,1113,1231,0,5,6
WSH,CHI,WSH,1437,1554,0,5,6
WSH,CHI,WSH,1758,1870,0,5,6
WSH,CHI,WSH,1787,1898,0,4,6
WSH,CHI,CHI,2901,3017,0,6,5
WSH,CHI,WSH,3409,3527,0,5,6
WSH,CHI,CHI,3527,3587,1,6,5
WSH,CHI,CHI,3587,3587,1,6,5
VAN,L.A,VAN,320,438,0,5,6
VAN,L.A,L.A,658,738,1,6,5
VAN,L.A,VAN,1288,1405,0,5,6
VAN,L.A,VAN,1582,1701.5,0,5,6
VAN,L.A,VAN,3362,3473,1,5,6
BUF,FLA,BUF,691,711,1,5,6
BUF,FLA,FLA,3561,3600,0,6,5
N.J,MTL,N.J,540,653,0,5,6
N.J,MTL,MTL,836,951,0,6,5
N.J,MTL,N.J,1344,1453.5,0,5,6
N.J,MTL,MTL,2139,2230.5,0,6,5
N.J,MTL,N.J,2280,2349,1,5,6
N.J,MTL,N.J,3054,3172.5,0,5,6
N.J,MTL,MTL,3342,3450,0,6,5
PIT,T.B,T.B,96,116,1,6,5
PIT,T.B,PIT,911,1030.5,0,5,6
PIT,T.B,PIT,1183,1292,0,5,6
PIT,T.B,PIT,1659,1767,0,5,6
PIT,T.B,T.B,2099,2217,0,6,5
CAR,PHI,CAR,1523,1640,0,5,6
CAR,PHI,PHI,1943,2061,0,6,5
CAR,PHI,CAR,2061,2179,0,5,6
CAR,PHI,PHI,2627,2746,0,6,5
CAR,PHI,CAR,3202,3294,0,5,6
MIN,TOR,TOR,1013,1129,0,6,5
MIN,TOR,MIN,1594,1700,0,5,6
MIN,TOR,MIN,2498,2557,1,4,6
MIN,TOR,MIN,2536,2557,1,4,6
MIN,TOR,TOR,2947,2958,1,6,5
MIN,TOR,TOR,3045,3045,0,NA,NA
MIN,TOR,MIN,3045,3045,0,NA,NA
MIN,TOR,MIN,3257,3372,0,5,6
MIN,TOR,TOR,3372,3474,0,6,5
COL,EDM,EDM,343,452.5,0,6,5
COL,EDM,COL,946,946,0,NA,NA
COL,EDM,EDM,946,946,0,NA,NA
COL,EDM,EDM,1148,1256.5,0,5,4
COL,EDM,COL,1148,1256.5,0,5,4
COL,EDM,EDM,1245,1361,0,5,4
COL,EDM,COL,2070,2070,0,NA,NA
COL,EDM,EDM,2070,2070,0,NA,NA
COL,EDM,COL,2294,2409,0,5,6
COL,EDM,COL,2524,2642,0,5,6
COL,EDM,COL,2642,2687,1,5,6
CGY,NYI,CGY,408,480,1,4,6
CGY,NYI,CGY,408,480,1,4,6
CGY,NYI,NYI,1849,1958,0,6,5
CGY,NYI,NYI,2650,2760,0,6,5
CGY,NYI,NYI,2792,2909,0,6,5
ANA,STL,ANA,197,314,0,5,6
ANA,STL,STL,351,389,1,6,5
ANA,STL,ANA,504,623.5,0,5,6
ANA,STL,STL,1078,1078,0,NA,NA
ANA,STL,ANA,1078,1078,0,NA,NA
ANA,STL,STL,1678,1795,0,6,5
ANA,STL,ANA,1867,1983.5,0,5,6
ANA,STL,ANA,2099,2187,1,4,6
ANA,STL,ANA,2139,2187,1,4,6
ANA,STL,STL,2665,2768,0,6,5
ANA,STL,STL,3128,3239,0,6,5
ANA,STL,STL,3525,3600,0,6,5
BOS,OTT,BOS,689,805,0,5,6
BOS,OTT,BOS,1451,1570,0,5,6
BOS,OTT,BOS,1470,1580,0,4,6
BOS,OTT,OTT,1767,1886.5,0,6,5
BOS,OTT,OTT,2076,2182,1,6,5
BOS,OTT,BOS,3098,3210,0,5,6
BOS,OTT,BOS,3175,3285,0,4,6
BOS,OTT,OTT,3433,3550,0,6,5
L.A,NSH,L.A,506,583,1,5,6
L.A,NSH,L.A,739,739,0,NA,NA
L.A,NSH,NSH,739,739,0,NA,NA
L.A,NSH,NSH,1464,1575.5,0,6,5
L.A,NSH,L.A,1747,1847.5,0,5,6
L.A,NSH,NSH,1880,1980,0,6,5
L.A,NSH,NSH,2574,2691,0,6,5
L.A,NSH,L.A,3434,3434,0,NA,NA
L.A,NSH,NSH,3434,3434,0,NA,NA
N.J,PHI,PHI,156,156,0,NA,NA
N.J,PHI,N.J,156,156,0,NA,NA
N.J,PHI,PHI,916,942,1,6,5
N.J,PHI,PHI,1002,1121.5,0,6,5
N.J,PHI,N.J,2202,2202,0,NA,NA
N.J,PHI,PHI,2202,2202,0,NA,NA
N.J,PHI,N.J,2671,2759,1,5,6
N.J,PHI,N.J,2907,3014,0,5,6
N.J,PHI,PHI,3107,3210.5,0,6,5
N.J,PHI,PHI,3449,3449,0,NA,NA
N.J,PHI,N.J,3449,3449,0,NA,NA
NYR,BUF,BUF,512,526,1,6,5
NYR,BUF,BUF,512,593,1,6,5
NYR,BUF,BUF,512,526,1,6,5
NYR,BUF,BUF,512,593,1,6,5
NYR,BUF,BUF,526,526,1,6,5
NYR,BUF,BUF,526,593,1,6,5
NYR,BUF,BUF,526,526,1,6,5
NYR,BUF,BUF,526,593,1,6,5
NYR,BUF,BUF,593,593,1,6,5
NYR,BUF,BUF,593,678,1,6,5
NYR,BUF,BUF,593,593,1,6,5
NYR,BUF,BUF,593,678,1,6,5
NYR,BUF,NYR,795,913,0,5,6
NYR,BUF,BUF,795,913,0,5,6
NYR,BUF,NYR,795,913,0,5,6
NYR,BUF,BUF,1938,2056,0,6,5
NYR,BUF,NYR,2545,2660,0,5,6
NYR,BUF,NYR,2955,3069,0,5,6
PIT,MTL,PIT,735,853,0,5,6
PIT,MTL,MTL,1181,1181,0,NA,NA
PIT,MTL,PIT,1181,1181,0,NA,NA
PIT,MTL,PIT,1554,1673,0,5,6
PIT,MTL,MTL,2096,2209,0,6,5
PIT,MTL,PIT,2395,2510,0,5,6
WPG,TOR,WPG,1593,1712,0,5,6
WPG,TOR,TOR,1990,2094,0,6,5
WPG,TOR,TOR,2017,2094,0,6,4
WPG,TOR,TOR,2173,2201,0,6,5
WPG,TOR,WPG,2201,2320,0,5,6
WPG,TOR,TOR,2498,2617,1,6,5
WPG,TOR,TOR,2498,2617,1,6,5
WPG,TOR,WPG,2783,2899.5,0,5,6
WPG,TOR,WPG,3087,3202,0,5,6
WPG,TOR,TOR,3512,3531.5,0,6,5
WPG,TOR,TOR,3512,3531.5,0,6,5
WPG,TOR,WPG,3512,3531.5,0,6,5
WPG,TOR,WPG,3512,3531.5,0,6,5
DAL,MIN,MIN,273,334,1,6,5
DAL,MIN,DAL,386,503,0,5,6
DAL,MIN,MIN,573,690,0,6,5
DAL,MIN,DAL,784,886.5,0,5,6
DAL,MIN,MIN,1143,1254,0,6,5
DAL,MIN,MIN,1503,1509.5,0,6,5
DAL,MIN,DAL,1503,1509.5,0,6,5
DAL,MIN,MIN,1691,1810,0,5,6
DAL,MIN,DAL,1691,1810,0,5,6
DAL,MIN,DAL,1810,1875,-1,5,6
DAL,MIN,DAL,1943,2059,0,5,4
DAL,MIN,MIN,1943,2059,0,5,4
DAL,MIN,DAL,1943,2059,0,5,4
DAL,MIN,MIN,1943,2059,0,5,4
DAL,MIN,MIN,1943,2059,0,5,4
DAL,MIN,MIN,1943,2059,0,5,4
DAL,MIN,MIN,1943,2059,0,5,4
DAL,MIN,MIN,1943,2059,0,5,4
DAL,MIN,DAL,1943,2059,0,5,4
DAL,MIN,MIN,1943,2059,0,5,4
DAL,MIN,DAL,2076,2116,1,5,6
ARI,CBJ,ARI,156,274,0,5,6
ARI,CBJ,CBJ,437,551.5,0,6,5
ARI,CBJ,ARI,1179,1295,0,5,6
ARI,CBJ,ARI,1396,1479,1,5,6
ARI,CBJ,CBJ,1529,1593,1,6,5
ARI,CBJ,CBJ,2239,2313,1,6,5
ARI,CBJ,CBJ,2685,2703,1,6,5
ARI,CBJ,CBJ,2984,2984,0,NA,NA
ARI,CBJ,ARI,2984,2984,0,NA,NA
VAN,DET,VAN,596,701,0,5,6
VAN,DET,DET,1244,1308,1,6,5
VAN,DET,DET,1419,1534.5,0,6,5
VAN,DET,DET,1887,1979.5,0,6,5
VAN,DET,DET,2149,2149,0,NA,NA
VAN,DET,VAN,2149,2149,0,NA,NA
VAN,DET,VAN,2501,2620,0,5,6
VAN,DET,VAN,2615,2731,0,4,6
VAN,DET,DET,3001,3049,1,6,5
VAN,DET,VAN,3499,3527,0,5,4
VAN,DET,DET,3499,3527,0,5,4
VAN,DET,DET,3527,3527,0,NA,NA
VAN,DET,VAN,3527,3527,0,NA,NA
S.J,STL,STL,733,733,0,5,4
S.J,STL,S.J,733,733,0,5,4
S.J,STL,STL,733,733,0,5,4
S.J,STL,S.J,733,733,0,5,4
S.J,STL,STL,1314,1426.5,0,6,5
S.J,STL,S.J,1838,1886,0,5,6
S.J,STL,STL,1886,1989,0,6,5
S.J,STL,STL,2254,2367,0,6,5
S.J,STL,S.J,2472,2477,1,5,6
S.J,STL,STL,2714,2831,0,6,5
S.J,STL,S.J,2906,2956,1,5,6
S.J,STL,STL,3016,3134,0,6,5
S.J,STL,STL,3121,3148,0,6,4
S.J,STL,S.J,3121,3148,0,6,4
S.J,STL,STL,3377,3409,0,6,5
S.J,STL,S.J,3409,3518,0,5,6
S.J,STL,STL,3600,3600,0,NA,NA
S.J,STL,STL,3600,3600,0,NA,NA
S.J,STL,S.J,3600,3600,0,NA,NA
CAR,BOS,BOS,92,209,0,6,5
CAR,BOS,CAR,367,367,0,NA,NA
CAR,BOS,BOS,367,367,0,NA,NA
CAR,BOS,CAR,1183,1297.5,0,5,6
CAR,BOS,BOS,1352,1471,0,6,5
CAR,BOS,BOS,3837,3837,0,NA,NA
CAR,BOS,CAR,3837,3837,0,NA,NA
WSH,FLA,WSH,127,246,0,5,6
WSH,FLA,FLA,313,313,0,NA,NA
WSH,FLA,WSH,313,313,0,NA,NA
WSH,FLA,FLA,517,636.5,0,6,5
WSH,FLA,FLA,1200,1276,1,6,5
WSH,FLA,WSH,2022,2133.5,0,5,6
WSH,FLA,WSH,2609,2721,0,5,6
WSH,FLA,WSH,2991,3109,0,5,6
WSH,FLA,WSH,3064,3172.5,0,5,6
OTT,T.B,OTT,100,211,0,5,6
OTT,T.B,OTT,408,526,0,5,6
OTT,T.B,T.B,594,710,0,6,5
OTT,T.B,OTT,964,1077.5,0,5,6
OTT,T.B,T.B,1526,1629,0,6,5
OTT,T.B,OTT,2062,2168,1,5,6
OTT,T.B,OTT,2563,2681.5,0,5,6
OTT,T.B,OTT,2755,2848,0,5,6
OTT,T.B,T.B,2921,3039,0,6,5
OTT,T.B,OTT,3360,3459,0,5,6
OTT,T.B,T.B,3398,3459,0,4,5
OTT,T.B,OTT,3435,3545,0,4,5
OTT,T.B,OTT,3435,3545,0,4,5
CHI,DAL,DAL,729,843,0,6,5
CHI,DAL,DAL,1716,1829,0,6,5
CHI,DAL,DAL,2192,2285,1,6,5
COL,CBJ,COL,566,682,0,5,6
COL,CBJ,CBJ,920,1035.5,0,6,5
COL,CBJ,CBJ,1710,1826.5,0,6,5
COL,CBJ,CBJ,1936,1969,0,6,5
COL,CBJ,COL,1969,2087,0,5,6
COL,CBJ,CBJ,2840,2953.5,0,6,5
COL,CBJ,COL,3114,3231,0,5,6
ANA,NSH,NSH,1544,1663,0,6,5
ANA,NSH,ANA,1961,2030,1,5,6
ANA,NSH,ANA,2132,2234,1,5,6
ANA,NSH,ANA,2243,2358,0,5,6
ANA,NSH,ANA,2358,2470.5,0,4,6
ANA,NSH,NSH,2572,2662,0,6,5
ANA,NSH,NSH,2853,2972.5,0,6,5
EDM,NYI,EDM,1067,1182.5,0,5,6
EDM,NYI,EDM,1381,1421,1,5,6
EDM,NYI,NYI,2253,2372,0,6,5
EDM,NYI,NYI,2317,2435,0,6,4
EDM,NYI,EDM,3109,3223,0,5,6
EDM,NYI,EDM,3536,3569,1,5,6
WPG,S.J,WPG,74,173,1,5,6
WPG,S.J,WPG,195,295,0,4,6
WPG,S.J,S.J,519,557,1,6,5
WPG,S.J,S.J,1263,1368,0,6,5
WPG,S.J,WPG,2392,2503,0,5,6
WPG,S.J,S.J,2543,2643,1,6,5
WPG,S.J,WPG,2846,2962,0,5,6
WPG,S.J,WPG,3112,3221.5,0,5,6
WPG,S.J,WPG,3303,3421,0,5,6
N.J,BUF,BUF,228,228,0,NA,NA
N.J,BUF,N.J,228,228,0,NA,NA
N.J,BUF,N.J,787,879,-1,5,6
N.J,BUF,BUF,998,1117.5,0,6,5
N.J,BUF,N.J,1509,1600,1,5,6
N.J,BUF,BUF,3569,3600,0,6,5
PHI,OTT,PHI,413,529.5,0,5,6
PHI,OTT,OTT,865,908,0,6,5
PHI,OTT,PHI,908,1027,0,5,6
PHI,OTT,OTT,1173,1265.5,0,6,5
PHI,OTT,PHI,1424,1424,0,NA,NA
PHI,OTT,OTT,1424,1424,0,NA,NA
PHI,OTT,PHI,2039,2158.5,0,5,6
PHI,OTT,OTT,2175,2277.5,0,6,5
PHI,OTT,PHI,2633,2750,0,5,6
PHI,OTT,OTT,2931,2939,1,6,5
MTL,T.B,T.B,113,223.5,0,6,5
MTL,T.B,MTL,287,405.5,0,5,6
MTL,T.B,MTL,378,485,0,4,6
MTL,T.B,T.B,604,703.5,0,6,5
MTL,T.B,MTL,1823,1842,1,5,6
MTL,T.B,MTL,2304,2378,1,5,6
MTL,T.B,MTL,2755,2856,0,5,6
MTL,T.B,T.B,3345,3448.5,0,6,5
MTL,T.B,MTL,3545,3600,0,5,6
NSH,CAR,CAR,637,637,0,NA,NA
NSH,CAR,NSH,637,637,0,NA,NA
NSH,CAR,NSH,936,1045,1,5,6
NSH,CAR,CAR,1086,1200,0,6,5
NSH,CAR,CAR,2356,2466,0,6,5
NSH,CAR,NSH,2807,2894,1,5,6
NSH,CAR,NSH,3514,3569,0,5,6
NSH,CAR,CAR,3569,3569,0,NA,NA
MIN,S.J,S.J,587,702,0,6,5
MIN,S.J,MIN,1080,1199.5,0,5,6
MIN,S.J,S.J,1315,1424,0,6,5
MIN,S.J,MIN,1452,1568,0,5,6
MIN,S.J,MIN,1861,1861,0,NA,NA
MIN,S.J,S.J,1861,1861,0,NA,NA
MIN,S.J,MIN,1989,2108.5,0,5,6
MIN,S.J,MIN,3478,3587,0,5,6
CHI,COL,COL,1104,1220.5,0,6,5
CHI,COL,COL,1433,1551,0,6,5
CHI,COL,COL,2008,2008,0,NA,NA
CHI,COL,CHI,2008,2008,0,NA,NA
CHI,COL,CHI,3041,3147,0,5,6
CHI,COL,CHI,3041,3147,0,5,6
CHI,COL,COL,3147,3147,0,NA,NA
DAL,CBJ,DAL,55,174.5,0,5,6
DAL,CBJ,DAL,372,446,1,5,6
DAL,CBJ,CBJ,616,731,0,6,5
DAL,CBJ,CBJ,800,918.5,0,6,5
DAL,CBJ,DAL,1024,1139,0,5,6
DAL,CBJ,CBJ,1635,1746.5,0,6,5
DAL,CBJ,CBJ,1830,1942,0,6,5
DAL,CBJ,CBJ,2086,2204.5,0,5,6
