Shot #,Player,TEAM,Opponent,Date,Art x,Art y,Outcome,Assist,Type,Play,State,Angle,Distance,x,y
244,Nagbe,POR,RSL,42448,16.2,22,0,pass,right,open,-1,17.65477033,16.51302516,16.2,28
245,Valeri,POR,RSL,42448,9.9,35.8,0,pass,right,open,-1,13.90842083,14.50413734,9.9,14.2
246,Asprilla,POR,RSL,42448,7.6,17.1,0,cross,header,open,-2,19.21192098,11.10720487,7.6,32.9
247,McInerney,POR,RSL,42448,5.3,24.4,0,cross,right,open,-2,51.79689496,5.360037313,5.3,25.6
248,Asprilla,POR,RSL,42448,9.1,20.5,0,other,right,open,-2,26.16862955,10.2420701,9.1,29.5
249,Adi,POR,RSL,42448,4.5,28.7,1,other,right,open,-2,40.7260539,5.700877125,4.5,21.3
251,McInerney,POR,RSL,42448,8.7,20.7,0,pass,right,open,0,27.36164236,9.79489663,8.7,29.3
252,Imperiale,SJ,LA,42448,6.8,32.3,0,cross,header,set-piece,-2,20.86473047,9.831073187,6.8,17.7
253,Wondolowski,SJ,LA,42448,10.2,20.1,1,other,right,open,-3,23.61971245,11.40394669,10.2,29.9
254,De Jong,LA,SJ,42448,23.6,35.9,0,self,right,set-piece,0,10.39450585,25.91235227,23.6,14.1
255,Lletgef,LA,SJ,42448,7.5,15.2,0,pass,left,open,0,15.00196668,12.5,7.5,34.8
256,Magee,LA,SJ,42448,8,26.3,0,self,right,open,0,35.21911983,8.075270893,8,23.7
257,Magee,LA,SJ,42448,7.5,25.8,0,self,left,open,0,37.88210438,7.523961722,7.5,24.2
258,Magee,LA,SJ,42448,10.5,24.1,0,cross,left,open,0,27.63160471,10.55746182,10.5,25.9
259,Zardes,LA,SJ,42448,3.8,21.1,1,cross,header,open,0,40.8026994,5.590169944,3.8,28.9
260,Zardes,LA,SJ,42448,10,33.7,1,pass,left,open,1,17.1094021,13.12440475,10,16.3
263,Manneh,VAN,SEA,42448,20.7,31.6,0,other,right,open,1,13.02564002,21.66679487,20.7,18.4
264,Bolanos,VAN,SEA,42448,15.4,16.7,0,pass,right,open,1,14.97954416,17.59005401,15.4,33.3
265,Morales,VAN,SEA,42448,18.3,19.6,0,pass,right,open,1,14.9138491,19.13765921,18.3,30.4
266,Rivero,VAN,SEA,42448,5.1,28.6,0,cross,header,open,0,39.46622425,6.129437168,5.1,21.4
268,Techera,VAN,SEA,42448,20.9,17.7,0,self,left,set-piece,1,12.67231594,22.2049544,20.9,32.3
269,Alonso,SEA,VAN,42448,15.9,22.1,0,self,left,open,-1,18.00019024,16.1993827,15.9,27.9
270,Marshall,SEA,VAN,42448,6.4,32.2,0,cross,header,set-piece,-1,21.14631277,9.484724561,6.4,17.8
271,Ivanschitz,SEA,VAN,42448,16.9,36.2,1,self,left,set-piece,-1,12.26353815,20.16457289,16.9,13.8
272,Morris,SEA,VAN,42448,8.7,33.9,0,pass,right,open,0,16.98197935,12.30365799,8.7,16.1
273,Wenger,HOU,NYRB,42448,12.9,21.9,0,pass,left,open,0,21.61908463,13.31540461,12.9,28.1
274,Beasley,HOU,NYRB,42448,8.5,42.3,0,pass,left,open,0,6.908787911,19.09607289,8.5,7.7
275,Bruin,HOU,NYRB,42448,6.9,32.6,1,pass,right,open,0,19.9943023,10.11780609,6.9,17.4
276,Bruin,HOU,NYRB,42448,5.2,31.4,1,cross,left,open,0,23.82344713,8.09197133,5.2,18.6
277,Beasley,HOU,NYRB,42448,4.5,38.3,0,self,right,open,-1,7.00719715,13.85135372,4.5,11.7
278,Wenger,HOU,NYRB,42448,9.4,15.3,0,pass,right,open,1,15.54748797,13.65173982,9.4,34.7
279,Monteiro De Lima,HOU,NYRB,42448,14.4,28.8,1,pass,left,open,0,19.19884728,14.84318025,14.4,21.2
280,B. Wright-Phillips,NYRB,HOU,42448,7.7,20.6,0,cross,right,open,0,29.11614627,8.969392399,7.7,29.4
281,Kljestan,NYRB,HOU,42448,5.7,15.6,1,pass,right,open,0,14.56320831,11.16467644,5.7,34.4
282,Martins,NYRB,HOU,42448,11.9,29.3,0,pass,right,open,1,21.97642469,12.58650071,11.9,20.7
283,B. Wright-Phillips,NYRB,HOU,42448,14.6,35.1,0,self,left,open,-1,13.82929773,17.64001134,14.6,14.9
284,Kljestan,NYRB,HOU,42448,21,22.7,0,self,right,set-piece,-1,13.95247777,21.14828598,21,27.3
285,Martins,NYRB,HOU,42448,10.3,14.4,0,pass,right,open,-1,14.19852338,14.92414152,10.3,35.6
286,Grella,NYRB,HOU,42448,1.7,28.4,1,other,right,open,-1,48.97968241,3.623534186,1.7,21.6
287,Kljestan,NYRB,HOU,42448,6.2,33.8,0,pass,right,open,0,16.46001481,10.60188662,6.2,16.2
288,Grella,NYRB,HOU,42448,4.4,29.9,0,other,left,open,-1,32.00397642,6.438167441,4.4,20.1
289,Martins,NYRB,HOU,42448,16,35.1,1,self,right,open,-1,13.32595387,18.81515347,16,14.9
290,Lade,NYRB,HOU,42448,0.9,36.1,0,other,left,open,0,2.285536477,10.93709285,0.9,13.9
291,Martins,NYRB,HOU,42448,17,18,1,self,right,set-piece,0,14.94261323,18.46185256,17,32
292,Higuain,COL,CHI,42448,19,13,0,pass,right,open,0,11.21613561,22.57963684,19,37
293,Tchani,COL,CHI,42448,21.9,36.6,0,self,right,open,0,10.61880098,24.68947144,21.9,13.4
294,Finlay,COL,CHI,42448,23.5,18,0,self,right,open,0,11.61560334,24.57824241,23.5,32
295,Meram,COL,CHI,42448,22.8,19.5,0,self,right,open,0,12.30955318,23.50170207,22.8,30.5
296,Souza,CHI,COL,42448,13.5,28.7,0,pass,right,open,0,20.35863937,13.94632568,13.5,21.3
297,Johnson,TOR,SKC,42449,14.8,26.3,0,pass,right,open,0,19.78247061,14.84082208,14.8,23.7
298,Endoh,TOR,SKC,42449,8.4,29.8,0,pass,right,open,0,26.70212216,9.577055915,8.4,20.2
299,Giovinco,TOR,SKC,42449,6.4,34.1,0,pass,left,open,-1,15.8768193,10.96220781,6.4,15.9
300,Giovinco,TOR,SKC,42449,19.2,31.4,0,pass,right,open,-1,13.91972346,20.17622363,19.2,18.6
301,Hallisey,SKC,TOR,42449,11.2,13.7,0,pass,right,open,0,13.30013213,16.05272563,11.2,36.3
302,Espinoza,SKC,TOR,42449,2.8,28,0,cross,right,open,0,55.30484647,3.959797975,2.8,22
303,Davis,SKC,TOR,42449,24.4,33.4,0,self,left,set-piece,0,10.89545646,25.74101785,24.4,16.6
304,Davis,SKC,TOR,42449,6.2,18.2,1,self,left,open,0,22.47770246,9.350935782,6.2,31.8
305,Doyle,CO,DC,42449,5.7,22.4,0,self,left,open,0,42.37359436,6.350590524,5.7,27.6
306,Powers,CO,DC,42449,2.8,27.2,1,cross,header,set-piece,0,67.87366519,3.440930107,2.8,22.8
307,Neagle,DC,CO,42449,8.1,40.9,0,self,right,set-piece,0,7.696734859,17.6663522,8.1,9.1
308,Neagle,DC,CO,42449,7.9,33.8,0,pass,left,open,0,17.15353783,11.67775663,7.9,16.2
309,Rolfe,DC,CO,42449,24.1,33,0,pass,right,open,0,11.11206783,25.33081128,24.1,17
310,Nyarko,DC,CO,42449,3.2,21.8,0,other,right,open,-1,50.49376296,4.669047012,3.2,28.2
311,Espindola,DC,CO,42449,4.3,26.9,1,other,right,open,-1,55.54806542,4.623851209,4.3,23.1
312,Saborio,DC,CO,42449,9.2,23.7,0,cross,header,open,0,31.01561556,9.321480569,9.2,26.3
313,Nguyen,NE,PHI,42449,19.8,36.4,0,pass,right,open,-1,11.30052276,22.74818674,19.8,13.6
314,Nguyen,NE,PHI,42449,23,33.7,0,self,right,set-piece,-2,11.3112224,24.52039967,23,16.3
315,Agudelo,NE,PHI,42449,9.8,18.2,0,self,left,open,-2,20.60792006,12.04325537,9.8,31.8
316,Sapong,PHI,NE,42449,6.9,31.8,1,cross,left,open,0,22.39105364,9.548298278,6.9,18.2
317,Sapong,PHI,NE,42449,6.1,26.9,1,cross,left,open,1,42.9626693,6.33245608,6.1,23.1
319,Pontius,PHI,NE,42449,5.7,30.9,0,cross,left,open,2,26.08607692,8.061017306,5.7,19.1
320,Fernandes,PHI,NE,42449,7.9,29.6,0,cross,header,set-piece,2,28.13903837,9.042676595,7.9,20.4
322,Herbers,PHI,NE,42449,7.7,18,0,pass,right,open,2,21.52260011,10.54182147,7.7,32
323,Le Toux,PHI,NE,42449,2.3,24.9,1,cross,right,open,2,96.95986529,2.319482701,2.3,25.1
324,Fernandes,PHI,NE,42449,5.6,28.8,0,cross,header,open,3,36.71931776,6.657326791,5.6,21.2
325,Bruin,HOU,VAN,42455,13.9,39.6,0,self,right,open,0,10.2526019,20.01424493,13.9,10.4
326,Beasley,HOU,VAN,42455,2.8,29.2,0,pass,left,open,-1,37.87498365,4.882622246,2.8,20.8
327,Wenger,HOU,VAN,42455,6.2,22.8,0,cross,right,open,-1,41.43819137,6.648308055,6.2,27.2
328,Clark,HOU,VAN,42455,4.6,31.9,0,cross,left,open,-1,21.09383322,8.127115109,4.6,18.1
329,Monteiro De Lima,HOU,VAN,42455,15.3,29.4,0,pass,left,open,-1,17.87503205,15.86600139,15.3,20.6
330,Manotas,HOU,VAN,42455,15.3,22.8,0,self,right,set-piece,-1,18.91555853,15.4870914,15.3,27.2
331,Lovejoy,HOU,VAN,42455,9.6,20.3,0,other,left,open,-1,24.9108763,10.77821878,9.6,29.7
332,Rivero,VAN,HOU,42455,1.9,27.6,0,cross,left,open,0,69.92847414,3.061045573,1.9,22.4
333,Rivero,VAN,HOU,42455,3.2,22,0,cross,header,open,0,53.13010235,4.5254834,3.2,28
334,Jacobson,VAN,HOU,42455,10.5,28.4,0,pass,right,open,0,25.38790629,10.9767937,10.5,21.6
335,Jacobson,VAN,HOU,42455,7.8,19.9,0,cross,right,set-piece,0,26.85903412,9.43027041,7.8,30.1
336,Rivero,VAN,HOU,42455,7.3,30.7,0,pass,right,open,0,25.65891797,9.140021882,7.3,19.3
337,Morales,VAN,HOU,42455,9.9,25,1,self,right,set-piece,0,29.4301433,9.902019996,9.9,25
338,Barrios,DAL,DC,42455,14.5,18.5,1,pass,left,open,0,17.05749831,15.97310239,14.5,31.5
339,Barrios,DAL,DC,42455,12.1,20.1,1,pass,right,open,1,21.02953431,13.13087964,12.1,29.9
340,Barrios,DAL,DC,42455,10.8,15.6,0,pass,right,open,2,15.81705357,14.44991349,10.8,34.4
341,Urruti,DAL,DC,42455,8.4,30.1,1,pass,right,open,2,25.93643932,9.724710793,8.4,19.9
342,Urruti,DAL,DC,42455,19.1,35.5,0,pass,right,open,3,11.97421657,21.70023041,19.1,14.5
343,Castillo,DAL,DC,42455,1.9,30.9,0,self,right,open,3,17.33135201,6.008327554,1.9,19.1
344,Neagle,DC,DAL,42455,5.4,18,0,pass,right,open,-3,21.46858849,9,5.4,32
346,Rowe,NE,NYCFC,42455,12.5,16.8,0,pass,right,open,0,16.69463593,15.06021248,12.5,33.2
347,Rowe,NE,NYCFC,42455,4.3,32.5,0,pass,left,open,-1,18.20708347,8.472307832,4.3,17.5
348,Tierney,NE,NYCFC,42455,15.9,23.3,1,self,left,set-piece,-1,18.37278344,16.01311962,15.9,26.7
349,Fagundez,NE,NYCFC,42455,9.1,17,0,pass,right,open,0,18.66904797,12.24948979,9.1,33
350,Davies,NE,NYCFC,42455,3.5,32.2,0,self,left,open,0,17.61257784,7.826237921,3.5,17.8
351,Villa,NYCFC,NE,42455,13.8,15.4,0,self,left,open,0,14.58230966,16.92572007,13.8,34.6
352,Villa,NYCFC,NE,42455,11.7,20,0,self,right,open,0,21.41447587,12.80351514,11.7,30
353,McNamara,NYCFC,NE,42455,2.1,26.9,1,other,header,open,0,83.41805534,2.701851217,2.1,23.1
354,Mullins,NYCFC,NE,42455,2.6,28.1,0,cross,header,open,0,54.59483026,3.894868419,2.6,21.9
355,B. Wright-Phillips,NYRB,NE,42461,14.7,15.4,0,self,left,open,0,14.22702019,17.66720125,14.7,34.6
356,Zizzo,NYRB,NE,42461,6.8,30.3,0,cross,right,open,0,27.62347449,8.5,6.8,19.7
357,B. Wright-Phillips,NYRB,NE,42461,11.4,15.3,0,other,right,open,0,15.25980405,15.09867544,11.4,34.7
358,Grella,NYRB,NE,42461,9.5,26.3,0,pass,left,open,-1,30.11151847,9.563472173,9.5,23.7
359,B. Wright-Phillips,NYRB,NE,42461,1.9,26.7,0,cross,right,set-piece,-1,91.50743576,2.420743687,1.9,23.3
360,Agudelo,NE,NYRB,42461,33.4,6.4,0,pass,right,open,0,6.808169226,38.32753579,33.4,43.6
361,Fagundez,NE,NYRB,42461,6.4,26.6,0,cross,right,open,0,42.15554714,6.551335742,6.4,23.4
362,Bunbury,NE,NYRB,42461,9,20.2,0,cross,header,open,0,25.69153389,10.29563014,9,29.8
363,Nguyen,NE,NYRB,42461,21.3,26.8,0,pass,right,open,0,13.82252135,21.36000936,21.3,23.2
364,Fagundez,NE,NYRB,42461,7.3,32.2,1,cross,left,open,0,21.10110319,10.11385189,7.3,17.8
365,Rowe,NE,NYRB,42461,23.6,14.4,0,pass,right,open,1,10.49345885,25.95380512,23.6,35.6
366,Meram,COL,DAL,42462,3.9,29.7,1,cross,header,set-piece,0,33.58603536,5.954829972,3.9,20.3
367,Meram,COL,DAL,42462,9.9,21.1,0,cross,right,open,1,25.80664151,10.71540946,9.9,28.9
368,Finlay,COL,DAL,42462,6.1,23,0,cross,right,open,1,42.63746684,6.484597135,6.1,27
369,K. Kamara,COL,DAL,42462,10.3,28.7,0,pass,left,open,1,25.35619947,10.878419,10.3,21.3
370,Meram,COL,DAL,42462,14.5,23.1,0,pass,right,open,1,20.00531677,14.65127981,14.5,26.9
371,K. Kamara,COL,DAL,42462,10.7,21.7,0,cross,header,open,0,25.12943588,11.25788612,10.7,28.3
372,Hollingshead,DAL,COL,42462,7.8,17.7,0,cross,header,open,-1,20.69451676,10.82081328,7.8,32.3
373,Castillo,DAL,COL,42462,16,35.8,0,self,right,open,-1,12.81103433,19.19270695,16,14.2
374,Barrios,DAL,COL,42462,6.8,21.1,0,pass,right,open,-1,32.88482189,7.940403012,6.8,28.9
375,Hedges,DAL,COL,42462,1.9,24.8,0,other,header,open,-1,107.4728201,1.941648784,1.9,25.2
376,Urruti,DAL,COL,42462,21.3,18.1,0,self,right,open,-1,12.62396582,22.45217139,21.3,31.9
377,Akindele,DAL,COL,42462,1.4,25.6,1,other,right,open,-1,121.3786021,1.456021978,1.4,24.4
378,Nyarko,DC,SJ,42462,4.4,23.5,1,cross,header,open,0,57.01487853,4.716990566,4.4,26.5
379,Neagle,DC,SJ,42462,18.6,20.8,0,self,right,set-piece,1,15.16541148,19.11334612,18.6,29.2
380,Rolfe,DC,SJ,42462,12,15.1,0,pass,right,open,1,14.85559606,15.68470593,12,34.9
381,Espindola,DC,SJ,42462,8.3,20.5,0,cross,header,open,1,27.65065312,9.538343672,8.3,29.5
382,Amarikwa,SJ,DC,42462,10.2,19.1,0,pass,right,open,0,21.87765133,11.88486432,10.2,30.9
383,Thompson,SJ,DC,42462,9,19.9,0,pass,right,open,-1,25.024715,10.44461584,9,30.1
384,Alashe,SJ,DC,42462,19.1,29.4,0,pass,right,open,-1,14.74378702,19.5563289,19.1,20.6
385,Salinas,SJ,DC,42462,17.5,15.7,0,pass,right,open,-1,13.26600066,19.91230775,17.5,34.3
386,Jahn,SJ,DC,42462,6.7,22.2,1,cross,right,open,-1,37.15796346,7.340980861,6.7,27.8
387,Wondolowski,SJ,DC,42462,4.4,23.4,0,other,right,open,0,56.47204621,4.75394573,4.4,26.6
388,Piatti,MTL,SEA,42462,20.6,31.7,0,pass,right,open,0,13.04066161,21.60115738,20.6,18.3
389,Bekker,MTL,SEA,42462,24.9,12.6,0,pass,left,open,0,9.581841122,27.90645087,24.9,37.4
390,Ontivero,MTL,SEA,42462,6.9,17.1,0,pass,right,open,0,19.16092835,10.64048871,6.9,32.9
391,Dempsey,SEA,MTL,42462,21.3,21.9,0,self,right,set-piece,0,13.63690818,21.55411794,21.3,28.1
392,Dempsey,SEA,MTL,42462,16.4,31.9,0,pass,left,open,0,15.39039201,17.71581215,16.4,18.1
393,Dempsey,SEA,MTL,42462,21.6,35.2,0,self,right,set-piece,0,11.26615228,23.80252087,21.6,14.8
394,Dempsey,SEA,MTL,42462,2.3,29.1,1,cross,header,set-piece,0,37.94215335,4.527692569,2.3,20.9
395,Lletgef,LA,VAN,42462,6.9,28.3,0,cross,header,open,0,34.74004444,7.56439026,6.9,21.7
396,Gordon,LA,VAN,42462,6.9,17,0,cross,header,open,0,18.89110796,10.71680923,6.9,33
397,Zardes,LA,VAN,42462,5.8,23.9,0,cross,right,open,0,47.03523392,5.943904441,5.8,26.1
398,Jamieson,LA,VAN,42462,8.7,16.8,0,self,left,open,0,18.37812658,12.09338662,8.7,33.2
399,Rivero,VAN,LA,42462,12.6,14.3,0,pass,right,open,0,13.81293143,16.66043217,12.6,35.7
400,Jacobson,VAN,LA,42462,25.6,19.3,0,self,right,open,0,11.05912326,26.27108677,25.6,30.7
401,Plata,RSL,SKC,42462,5.3,37.7,0,self,right,open,0,8.582000885,13.57718675,5.3,12.3
402,Plata,RSL,SKC,42462,14.5,36,0,pass,left,open,0,13.08137441,18.08009956,14.5,14
403,Glad,RSL,SKC,42462,2.9,29.8,1,cross,header,set-piece,0,31.41548341,5.43783045,2.9,20.2
404,Mulholland,RSL,SKC,42462,12.7,17.3,0,pass,right,open,1,17.16371755,14.95660389,12.7,32.7
405,Movsisyan,RSL,SKC,42462,7.4,16.7,0,self,right,open,1,18.22146175,11.26987134,7.4,33.3
406,Stertzer,RSL,SKC,42462,3.5,21.3,0,other,right,open,1,43.49820748,5.240229003,3.5,28.7
407,Mulholland,RSL,SKC,42462,20.8,27.4,1,other,right,open,1,14.06747209,20.91602257,20.8,22.6
408,Dwyer,SKC,RSL,42462,5.1,22.8,0,cross,right,open,-1,47.74890142,5.636488268,5.1,27.2
410,Giovinco,TOR,CO,42462,20.4,20.1,0,self,right,set-piece,-1,13.75314909,21.02783869,20.4,29.9
411,Altidore,TOR,CO,42462,8.3,11.8,0,pass,right,open,-1,10.34792936,15.76229679,8.3,38.2
412,Osorio,TOR,CO,42462,9.4,28.3,0,other,right,open,-1,27.85598448,9.897979592,9.4,21.7
413,Powers,CO,TOR,42462,4,32.2,0,cross,right,open,0,18.80560837,8.062257748,4,17.8
414,Solignac,CO,TOR,42462,8.8,26.6,1,pass,right,open,0,31.99694412,8.910667764,8.8,23.4
415,Badji,CO,TOR,42462,6.3,24,0,cross,header,open,1,43.99491399,6.413267498,6.3,26
416,Sjoberg,CO,TOR,42462,4.7,32.8,0,cross,header,set-piece,1,17.78942179,8.935882721,4.7,17.2
417,Sjoberg,CO,TOR,42462,0.2,29,0,other,left,open,1,6.394397765,3.805259518,0.2,21
418,Powers,CO,TOR,42462,4.5,26.1,0,cross,header,set-piece,1,57.86275102,4.589117562,4.5,23.9
419,Solignac,CO,TOR,42462,14.7,19.3,0,self,right,open,1,17.54189577,15.83982323,14.7,30.7
420,Burch,CO,TOR,42462,25.3,37.8,0,self,left,open,1,9.371270753,28.26393462,25.3,12.2
421,Serna,CO,TOR,42462,18.6,34.5,0,self,left,open,1,12.69228805,20.79543219,18.6,15.5
422,Sapong,PHI,CHI,42462,7.5,29,0,cross,header,open,0,30.7742538,8.407734534,7.5,21
423,Sapong,PHI,CHI,42462,12.7,25.8,0,pass,right,open,0,23.0544937,12.71416533,12.7,24.2
424,Sapong,PHI,CHI,42462,7,29.7,0,other,right,open,0,29.50258883,8.321658489,7,20.3
425,Ilsinho,PHI,CHI,42462,15.6,18.1,0,self,right,open,0,15.92995165,17.13971995,15.6,31.9
426,Igboananike,CHI,PHI,42462,5.9,29.4,0,cross,left,open,0,32.90774831,7.242237223,5.9,20.6
427,Igboananike,CHI,PHI,42462,8.7,30.7,1,pass,left,open,0,24.04001901,10.29271587,8.7,19.3
428,Goosens,CHI,PHI,42462,16.2,20.9,0,self,left,open,1,17.17893956,16.76096656,16.2,29.1
430,Valeri,POR,OCSC,42463,8,19.8,0,other,left,open,-2,26.2706141,9.65194281,8,30.2
431,Valeri,POR,OCSC,42463,9.3,40.8,0,self,right,open,-3,8.352814707,18.16177304,9.3,9.2
432,Valeri,POR,OCSC,42463,12.2,33.8,0,pass,left,open,-3,16.11898555,14.92648653,12.2,16.2
433,Valeri,POR,OCSC,42463,23.3,37.2,0,self,right,set-piece,-3,10.03093062,26.20858638,23.3,12.8
434,Valeri,POR,OCSC,42463,6.5,32.6,0,self,left,open,-4,19.92388355,9.849365462,6.5,17.4
435,McInerney,POR,OCSC,42463,3.7,27.1,1,other,right,open,-4,59.4850263,4.159326869,3.7,22.9
436,Hines,OCSC,POR,42463,8.8,21.2,1,cross,header,set-piece,0,28.26220737,9.666436779,8.8,28.8
437,Kaka,OCSC,POR,42463,14.5,26.8,0,pass,right,open,1,20.03827496,14.58800877,14.5,23.2
438,Hines,OCSC,POR,42463,7.7,26.3,0,cross,header,set-piece,1,36.44486257,7.778174593,7.7,23.7
439,Shea,OCSC,POR,42463,8.2,36.3,1,pass,right,open,1,12.76780581,13.80036231,8.2,13.7
440,Molino,OCSC,POR,42463,15.3,17.9,0,self,left,open,2,15.98462279,16.95228598,15.3,32.1
441,Kaka,OCSC,POR,42463,14.4,19.5,1,pass,right,open,2,17.97132475,15.4870914,14.4,30.5
443,Hines,OCSC,PHI,42468,6.4,23.3,0,cross,header,set-piece,-1,41.90089542,6.676076692,6.4,26.7
444,Winter,OCSC,PHI,42468,14.6,29.2,1,pass,left,open,-1,18.71987816,15.13803158,14.6,20.8
445,Winter,OCSC,PHI,42468,10.9,27.8,0,pass,right,open,0,25.30322513,11.20580207,10.9,22.2
446,Winter,OCSC,PHI,42468,8.9,20.3,0,cross,right,open,-1,26.08305353,10.15972441,8.9,29.7
447,Sapong,PHI,OCSC,42468,0.7,23.8,1,other,right,open,0,142.9974735,1.565247584,0.7,26.2
448,Alberg,PHI,OCSC,42468,24.2,16.4,0,pass,right,open,1,10.91039433,25.7503398,24.2,33.6
449,Pontius,PHI,OCSC,42468,10.7,16.8,0,self,left,open,1,17.64052721,13.60330842,10.7,33.2
450,Sapong,PHI,OCSC,42468,10,30.3,0,pass,left,open,1,23.19916045,11.22541759,10,19.7
451,Barnetta,PHI,OCSC,42468,4.4,29.9,0,cross,header,set-piece,0,32.00397642,6.438167441,4.4,20.1
452,Barnetta,PHI,OCSC,42468,20.8,22.3,1,self,right,set-piece,0,14.01974732,21.00119044,20.8,27.7
453,Quintero,SJ,DAL,42469,12.9,20,1,cross,left,open,0,19.96516632,13.90863041,12.9,30
454,Wondolowski,SJ,DAL,42469,5.7,22.8,0,cross,header,open,0,44.11508324,6.184658438,5.7,27.2
455,Wondolowski,SJ,DAL,42469,9.2,30,1,pass,left,open,0,24.93879398,10.37689742,9.2,20
456,Amarikwa,SJ,DAL,42469,5.3,29.6,0,cross,header,set-piece,0,32.96837782,6.88839604,5.3,20.4
457,Castillo,DAL,SJ,42469,11.1,36.6,0,pass,right,open,0,12.95009794,15.91131673,11.1,13.4
459,Urruti,DAL,SJ,42469,1,19,0,pass,right,open,0,9.757025719,6.280127387,1,31
460,Urruti,DAL,SJ,42469,1.3,17.9,0,other,header,open,0,8.480087646,7.414849965,1.3,32.1
461,Figueroa,DAL,SJ,42469,21,34.9,0,pass,left,open,0,11.5942944,23.13201245,21,15.1
462,Figueroa,DAL,SJ,42469,3,27.8,0,cross,header,set-piece,0,57.13132107,3.969886648,3,22.2
463,Pappa,CO,RSL,42469,20.6,21.1,0,pass,left,open,0,13.90129152,21.00404723,20.6,28.9
464,Gashi,CO,RSL,42469,12.9,35.9,0,self,left,open,0,13.54428387,16.7600716,12.9,14.1
465,Gashi,CO,RSL,42469,14.5,30.8,0,pass,left,open,0,17.63905336,15.54380906,14.5,19.2
466,Solignac,CO,RSL,42469,10.1,33.3,0,pass,right,open,0,17.74315173,12.94681428,10.1,16.7
467,Pappa,CO,RSL,42469,18.3,34.5,0,self,left,open,-1,12.81385466,20.52754247,18.3,15.5
468,Movsisyan,RSL,CO,42469,7,32.4,0,pass,left,open,0,20.56899049,10.04191217,7,17.6
469,Plata,RSL,CO,42469,11.7,30.4,1,other,left,open,0,20.90410088,12.80351514,11.7,19.6
470,Morales,RSL,CO,42469,10.6,27.8,0,self,right,open,1,25.91491421,10.91421092,10.6,22.2
471,Maund,RSL,CO,42469,6.4,31.4,0,cross,header,open,1,23.88322217,8.910667764,6.4,18.6
472,Feilhaber,SKC,NYRB,42469,10.5,27.6,1,cross,left,open,0,26.34636606,10.77079384,10.5,22.4
473,Dwyer,SKC,NYRB,42469,5.3,22.1,1,cross,left,set-piece,1,42.82121139,6.140032573,5.3,27.9
474,Espinoza,SKC,NYRB,42469,23.1,31.6,0,pass,left,open,2,11.89189787,23.97018982,23.1,18.4
475,B. Wright-Phillips,NYRB,SKC,42469,11.3,35.8,0,self,right,open,-1,13.89258413,15.49354704,11.3,14.2
476,B. Wright-Phillips,NYRB,SKC,42469,10.6,19.6,0,cross,header,open,-1,22.24571253,11.98832766,10.6,30.4
477,Lade,NYRB,SKC,42469,15.9,26.3,0,self,right,open,-1,18.45576095,15.93800489,15.9,23.7
478,Davis,NYRB,SKC,42469,11.9,19.8,0,pass,right,open,-1,20.91859843,13.0678996,11.9,30.2
480,Grella,NYRB,SKC,42469,10.2,30.9,0,pass,left,open,-2,21.87765133,11.68460526,10.2,19.1
481,B. Wright-Phillips,NYRB,SKC,42469,3.4,23.8,0,cross,header,open,-2,70.55996517,3.676955262,3.4,26.2
482,Aird,VAN,DC,42469,13.9,17.4,0,pass,right,open,-1,16.48742488,15.93894601,13.9,32.6
483,Hurtado,VAN,DC,42469,7.5,29.4,0,other,left,open,-2,29.52933271,8.595929269,7.5,20.6
484,Sarvas,DC,VAN,42469,18.1,16.4,0,pass,right,open,0,13.4086501,20.12585402,18.1,33.6
485,DeLeon,DC,VAN,42469,9.1,23.1,0,other,right,open,0,30.71135385,9.339164845,9.1,26.9
486,Espindola,DC,VAN,42469,7.5,32.6,0,pass,left,open,0,19.98310652,10.53612832,7.5,17.4
487,Espindola,DC,VAN,42469,10.3,21.9,0,pass,left,open,0,26.18088983,10.81572929,10.3,28.1
488,Rolfe,DC,VAN,42469,8.5,30.8,0,pass,left,open,0,24.03109573,10.17889974,8.5,19.2
489,Espindola,DC,VAN,42469,2.3,26.8,1,other,left,open,0,81.58171216,2.801785145,2.3,23.2
490,Espindola,DC,VAN,42469,6.6,34.7,0,pass,left,open,1,14.69248499,11.56762724,6.6,15.3
491,Espindola,DC,VAN,42469,4.3,30.3,0,cross,header,open,1,29.31538108,6.670832032,4.3,19.7
492,Birnbaum,DC,VAN,42469,4.4,28.9,0,cross,header,set-piece,1,39.44500723,5.748912941,4.4,21.1
493,Espindola,DC,VAN,42469,2.4,23.5,1,other,left,open,1,84.2803159,2.941088234,2.4,26.5
494,DeLeon,DC,VAN,42469,22.7,19.2,0,self,right,open,2,12.28262915,23.47956558,22.7,30.8
495,Acosta,DC,VAN,42469,13.8,30.9,0,self,right,open,2,18.18204636,14.93084057,13.8,19.1
496,Saborio,DC,VAN,42469,10.4,28.8,1,pass,left,open,2,25.02555759,11.00545319,10.4,21.2
497,Saborio,DC,VAN,42469,6.4,17.9,1,pass,left,open,3,21.47140742,9.708243919,6.4,32.1
498,Giovinco,TOR,NE,42469,15.2,22.3,1,pass,right,open,-1,18.84591635,15.47417203,15.2,27.7
499,Nguyen,NE,TOR,42469,9,26,0,pass,right,open,0,31.88200747,9.035485598,9,24
500,Rowe,NE,TOR,42469,7.1,32.2,1,cross,header,open,0,21.13836326,9.970456359,7.1,17.8
