Shot #,Player,TEAM,Opponent,Date,Art x,Art y,Outcome,Assist,Type,Play,State,Angle,Distance,x,y
753,Grella,NYRB,OCSC,42484,8.2,29.9,1,pass,right,open,-1,26.77894143,9.451454914,8.2,20.1
754,B. Wright-Phillips,NYRB,OCSC,42484,0.5,26.8,1,cross,right,open,0,141.5115431,1.676305461,0.5,23.2
755,B. Wright-Phillips,NYRB,OCSC,42484,4.4,24.4,1,cross,left,open,1,60.47132817,4.472135955,4.4,25.6
756,Muyl,NYRB,OCSC,42484,7,33.2,0,pass,left,open,1,18.39097663,10.63014581,7,16.8
757,Muyl,NYRB,OCSC,42484,11.8,34.4,0,other,right,open,1,15.52785764,14.96262009,11.8,15.6
758,Feilhaber,SKC,SJ,42484,23.8,17.8,0,self,right,open,0,11.44104387,24.92388413,23.8,32.2
759,Espinoza,SKC,SJ,42484,27.7,19.4,0,self,left,open,0,10.30904869,28.3007067,27.7,30.6
760,Espinoza,SKC,SJ,42484,29.4,33.7,0,self,left,open,0,9.302863898,30.60408469,29.4,16.3
761,Dwyer,SKC,SJ,42484,6.1,29.6,0,cross,header,open,0,31.57528193,7.521303079,6.1,20.4
762,Zusi,SKC,SJ,42484,9.9,26.7,0,self,left,open,0,28.6718288,10.01299156,9.9,23.3
763,Bernardez,SJ,SKC,42484,21.4,36,0,self,right,open,0,11.00536333,23.97081559,21.4,14
765,Rubio,SKC,VAN,42487,6,23.8,1,pass,right,open,-1,45.48146581,6.16116872,6,26.2
766,Medranda,SKC,VAN,42487,13.8,22.3,0,pass,left,open,0,20.59450449,14.10141837,13.8,27.7
767,Hallisey,SKC,VAN,42487,18.9,19.2,0,other,left,open,0,14.35275085,19.82952344,18.9,30.8
768,bolanos,VAN,SKC,42487,7.9,28.3,1,cross,left,set-piece,0,31.69006233,8.486459804,7.9,21.7
769,Kudo,VAN,SKC,42487,13.8,37,0,self,right,open,0,12.35243603,18.15709228,13.8,13
770,Barmby,POR,NE,42487,9.9,29.1,1,cross,left,open,0,25.47322343,10.64048871,9.9,20.9
771,Barmby,POR,NE,42487,13,36,0,pass,left,open,0,13.42348795,16.90088755,13,14
772,Rowe,NE,POR,42487,12.3,11.4,0,self,right,open,0,10.98552735,18.4859406,12.3,38.6
773,Fagundez,NE,POR,42487,15.4,23.4,0,pass,right,open,-1,18.97040781,15.50483795,15.4,26.6
774,Watson,NE,POR,42487,10.5,22,0,other,right,open,-1,25.89084553,10.9767937,10.5,28
775,Oduro,MTL,NYCFC,42487,1.2,24,1,cross,header,set-piece,-1,124.6951535,1.697056275,1.2,26
776,Villa,NYCFC,MTL,42487,9.1,31.4,0,cross,header,open,0,22.01889452,11.01135777,9.1,18.6
777,McNamara,NYCFC,MTL,42487,10.4,15.1,0,pass,right,open,0,15.17364116,14.49724112,10.4,34.9
778,Allen,NYCFC,MTL,42487,5.7,20.2,1,other,left,open,0,31.28917006,7.582216035,5.7,29.8
779,Villa,NYCFC,MTL,42487,8.6,15.4,0,self,right,open,1,15.67531422,13.03840481,8.6,34.6
780,Villa,NYCFC,MTL,42487,18.5,28.8,0,self,right,open,1,15.37157028,18.84701568,18.5,21.2
781,Diaz,DAL,NYRB,42489,18.2,19.6,0,pass,right,open,0,14.98222881,19.04205871,18.2,30.4
782,Urruti,DAL,NYRB,42489,13.5,35.8,0,self,right,open,0,13.51220004,17.16420694,13.5,14.2
783,Gruezo,DAL,NYRB,42489,22.6,18.4,0,self,right,open,-1,12.11333547,23.60084744,22.6,31.6
784,Urruti,DAL,NYRB,42489,17.6,28.7,0,self,right,open,-2,16.11872449,17.94463708,17.6,21.3
785,Martins,NYRB,DAL,42489,22.8,21.7,0,pass,right,open,0,12.74976008,23.0670761,22.8,28.3
786,Grella,NYRB,DAL,42489,8.1,31.3,0,self,right,open,0,23.1438319,10.14001972,8.1,18.7
787,Sam,NYRB,DAL,42489,2.4,26.2,1,pass,right,open,0,87.98079285,2.6,2.4,23.8
788,Sam,NYRB,DAL,42489,41,18.7,0,other,right,open,1,7.090740864,41.51204644,41,31.3
789,Kljestan,NYRB,DAL,42489,8.6,24.1,1,other,header,open,1,33.32693425,8.670063437,8.6,25.9
790,B. Wright-Phillips,NYRB,DAL,42489,13,21.5,0,pass,right,open,2,21.17710267,13.51628647,13,28.5
791,Grella,NYRB,DAL,42489,5.6,25.9,1,cross,header,open,3,48.89217433,5.643580424,5.6,24.1
792,Martins,NYRB,DAL,42489,18,28.1,1,pass,right,open,3,15.98011851,18.23211452,18,21.9
793,Barnes,HOU,RSL,42490,7,20.3,0,other,header,set-piece,0,29.50258883,8.544588931,7,29.7
794,Clark,HOU,RSL,42490,10.7,21.8,0,pass,left,open,0,25.25068968,11.22719912,10.7,28.2
795,Miranda,HOU,RSL,42490,15.2,36.5,1,self,right,open,0,12.49987775,18.94016895,15.2,13.5
796,Miranda,HOU,RSL,42490,8.8,32.3,0,cross,right,open,-1,20.26019084,11.30707743,8.8,17.7
797,Bruin,HOU,RSL,42490,5,24.7,0,other,right,open,-1,54.81616338,5.024937811,5,25.3
798,Martinez,RSL,HOU,42490,6.3,30.4,0,self,right,open,0,27.81707897,8.168843247,6.3,19.6
799,Martinez,RSL,HOU,42490,4,31.7,0,cross,right,open,0,21.01977657,7.632168761,4,18.3
800,Beltran,RSL,HOU,42490,13.7,12.5,0,self,left,open,-1,11.93010114,18.6810064,13.7,37.5
801,Allen,RSL,HOU,42490,9,19.1,1,pass,right,open,-1,23.22711953,10.87244223,9,30.9
802,Movsisyan,RSL,HOU,42490,5.4,27.2,1,cross,left,open,0,45.86993414,5.75847202,5.4,22.8
803,Morales,RSL,HOU,42490,8.5,40.5,0,self,right,set-piece,1,8.226103213,17.50257124,8.5,9.5
804,Molino,OCSC,NE,42490,6.2,30.3,1,other,left,open,-1,28.34246947,8.028075735,6.2,19.7
805,Shea,OCSC,NE,42490,30.6,33.7,0,self,left,open,-1,8.994312411,31.75862088,30.6,16.3
806,Baptista,OCSC,NE,42490,7.4,24.7,0,cross,header,open,-1,38.66561963,7.416872656,7.4,25.3
807,Rivas,OCSC,NE,42490,5.3,24.8,1,cross,left,open,-1,52.21003128,5.315072906,5.3,25.2
808,Fagundez,NE,OCSC,42490,6.3,21.6,1,pass,right,open,0,36.36589695,7.256031973,6.3,28.4
809,Fagundez,NE,OCSC,42490,15.4,22.8,0,other,right,open,0,18.79951364,15.58589106,15.4,27.2
810,Rowe,NE,OCSC,42490,19.2,21.3,0,pass,right,open,0,14.88697027,19.59209024,19.2,28.7
811,Agudelo,NE,OCSC,42490,4.3,23.8,1,cross,right,open,0,59.50199098,4.522167622,4.3,26.2
812,Smith,NE,OCSC,42490,5.9,23.6,0,pass,left,open,0,45.6325031,6.113100686,5.9,26.4
813,Agudelo,NE,OCSC,42490,4.8,25.3,0,cross,header,open,0,56.74115999,4.801041554,4.8,24.7
814,Neagle,DC,CHI,42490,15.3,26.9,0,self,right,open,0,19.00908913,15.39415473,15.3,23.1
815,Kemp,DC,CHI,42490,16.4,4.2,0,self,left,set-piece,0,6.997106069,26.64507459,16.4,45.8
816,Neagle,DC,CHI,42490,14.5,42.2,0,self,right,open,-1,8.586923624,22.34390297,14.5,7.8
817,Nyarko,DC,CHI,42490,4.5,23.7,1,cross,header,open,-1,57.02780145,4.74341649,4.5,26.3
818,Campbell,CHI,DC,42490,5.4,27,1,cross,right,set-piece,0,46.76627049,5.692099788,5.4,23
819,Rivero,VAN,NYCFC,42490,1.5,27.3,1,other,right,open,0,84.28940686,2.58069758,1.5,22.7
820,Bolanos,VAN,NYCFC,42490,7.3,17.6,0,self,right,open,0,20.54426617,10.53802638,7.3,32.4
821,Manneh,VAN,NYCFC,42490,5.6,33.4,0,self,right,open,-1,17.01468328,9.92975327,5.6,16.6
822,Bolanos,VAN,NYCFC,42490,9.8,24.9,0,self,right,set-piece,-1,29.71446623,9.804590761,9.8,25.1
823,Bolanos,VAN,NYCFC,42490,2.3,26,1,other,right,open,-1,92.25043202,2.435159132,2.3,24
824,Hurtado,VAN,NYCFC,42490,7,17.9,0,pass,right,open,-1,21.44869298,10.11385189,7,32.1
825,Villa,NYCFC,VAN,42490,13.4,19.5,1,pass,right,open,-1,18.940514,14.56193668,13.4,30.5
826,Villa,NYCFC,VAN,42490,5.5,20.8,1,cross,right,open,0,34.81305931,7.043436661,5.5,29.2
827,Mendoza,NYCFC,VAN,42490,13.6,17.9,1,pass,left,open,0,17.18933772,15.43534904,13.6,32.1
828,Villa,NYCFC,VAN,42490,21.6,18.8,0,pass,right,open,1,12.70402361,22.52820454,21.6,31.2
829,Mendoza,NYCFC,VAN,42490,12.2,29.3,0,other,left,open,1,21.55860349,12.87050893,12.2,20.7
830,Diskerud,NYCFC,VAN,42490,1.3,32.1,0,pass,right,open,1,8.480087646,7.021395873,1.3,17.9
831,Jones,CO,MTL,42490,18.8,30.6,0,self,right,open,-1,14.49889313,19.5601636,18.8,19.4
832,Solignac,CO,MTL,42490,6.3,26.8,0,cross,header,set-piece,-1,42.16785933,6.5,6.3,23.2
833,Gashi,CO,MTL,42490,22.8,20.3,0,pass,left,open,-1,12.49139395,23.32059176,22.8,29.7
834,Gashi,CO,MTL,42490,5.3,24.6,1,cross,right,open,-1,52.05455956,5.333854141,5.3,25.4
835,Burling,CO,MTL,42490,2.5,24.7,1,other,right,set-piece,-1,91.85045077,2.549509757,2.5,25.3
836,Drogba,MTL,CO,42490,18.5,31.1,1,self,right,set-piece,0,14.47308373,19.41803286,18.5,18.9
837,Bekker,MTL,CO,42490,18.8,29.4,0,pass,left,open,1,14.95323805,19.26343687,18.8,20.6
838,Tissot,MTL,CO,42490,23.6,33.8,1,pass,right,open,0,11.06324511,25.11812095,23.6,16.2
839,Wondolowski,SJ,PHI,42490,17.2,17.8,0,pass,left,open,-1,14.70020635,18.72431574,17.2,32.2
840,Dawkins,SJ,PHI,42490,19.9,21.8,0,pass,right,open,-1,14.52216027,20.18836298,19.9,28.2
841,Dawkins,SJ,PHI,42490,14.2,24.9,1,self,left,open,-1,20.75071575,14.20316866,14.2,25.1
842,Sapong,PHI,SJ,42490,10.2,26.5,0,cross,header,open,0,28.05336115,10.28250942,10.2,23.5
843,Pontius,PHI,SJ,42490,5.6,26.3,1,cross,header,set-piece,0,47.92377346,5.707013229,5.6,23.7
844,Higuain,COL,SEA,42490,18,34.9,0,pass,right,open,0,12.70254357,20.4472492,18,15.1
845,Afful,COL,SEA,42490,12.6,14.1,0,pass,left,open,0,13.60083265,16.79196236,12.6,35.9
846,Higuain,COL,SEA,42490,13.3,29.4,0,pass,left,open,0,20.05105488,13.94740119,13.3,20.6
847,K. Kamara,COL,SEA,42490,10.9,19.6,0,pass,right,open,0,21.8699342,12.25438697,10.9,30.4
848,Higuain,COL,SEA,42490,12,27.1,0,pass,right,open,0,23.77456686,12.14948559,12,22.9
849,Gomez,SEA,COL,42490,15.8,24.4,0,pass,right,open,0,18.66360003,15.8202402,15.8,25.6
850,Jones,SEA,COL,42490,11.4,31.8,0,pass,left,open,0,19.28281601,13.17269904,11.4,18.2
851,Dempsey,SEA,COL,42490,4.3,29.6,0,cross,right,set-piece,0,34.20950732,6.152235366,4.3,20.4
852,Kovar,SEA,COL,42490,20.9,16.6,0,self,left,open,0,12.24856973,22.60022124,20.9,33.4
853,Gomez,SEA,COL,42490,15.2,37.5,0,pass,right,open,0,11.73407234,19.5532606,15.2,12.5
854,Gomez,SEA,COL,42490,6.3,14.9,0,self,right,open,0,13.64595128,12.07393888,6.3,35.1
855,Anderson,SEA,COL,42490,5.9,27.7,0,cross,left,open,0,40.96249257,6.407807737,5.9,22.3
856,Morris,SEA,COL,42490,1.8,25.1,1,other,left,open,0,110.5560452,1.802775638,1.8,24.9
857,Dos Santos,LA,SKC,42491,9.6,20.5,1,pass,right,open,-1,25.29090064,10.68877916,9.6,29.5
858,Davis,SKC,LA,42491,13.4,14.2,1,self,left,open,0,13.53585637,17.33666635,13.4,35.8
859,Davis,SKC,LA,42491,21.4,11.5,0,self,left,open,0,9.963650048,25.40964384,21.4,38.5
860,Giovinco,TOR,POR,42491,23.6,31.9,0,pass,left,open,0,11.60066495,24.53263133,23.6,18.1
861,Johnson,TOR,POR,42491,14.4,28.3,0,pass,right,open,-1,19.49698196,14.72990156,14.4,21.7
862,Moor,TOR,POR,42491,3.5,26.6,0,cross,header,set-piece,0,66.13982481,3.769615365,3.5,23.4
863,Altidore,TOR,POR,42491,4.8,25.6,0,cross,header,set-piece,0,56.30993247,4.816637832,4.8,24.4
864,Bradley,TOR,POR,42491,16.4,30.3,0,pass,right,open,-1,16.37147954,17.17469068,16.4,19.7
865,Johnson,TOR,POR,42491,3,22.7,0,cross,header,open,-1,64.23375379,3.905124838,3,27.3
866,Valeri,POR,TOR,42491,17.5,36,0,pass,right,open,0,12.21130439,20.56428944,17.5,14
867,Adi,POR,TOR,42491,6.1,27.9,1,pass,right,open,0,39.22350718,6.670832032,6.1,22.1
868,Valeri,POR,TOR,42491,22,30.4,1,self,right,set-piece,0,12.72991191,22.60619384,22,19.6
869,B. Wright-Phillips,NYRB,OCSC,42496,10.2,21.2,1,pass,right,open,0,25.39641915,10.95627674,10.2,28.8
870,Martins,NYRB,OCSC,42496,8.1,22.5,0,pass,right,open,0,32.9030533,8.538149682,8.1,27.5
871,Kaka,OCSC,NYRB,42496,19.8,20.9,0,self,right,open,-1,14.36267441,20.26153992,19.8,29.1
872,Larin,OCSC,NYRB,42496,3.4,28.3,0,other,right,open,-1,48.41275783,4.601086828,3.4,21.7
873,Molino,OCSC,NYRB,42496,6.5,27.3,1,pass,right,open,-1,39.65321853,6.830812543,6.5,22.7
874,Ramos,OCSC,NYRB,42496,8,15.4,0,pass,right,open,0,15.55970826,12.65069168,8,34.6
875,Barrett,SJ,SEA,42497,6.8,24.3,0,other,right,open,-1,41.4980148,6.859300256,6.8,25.7
876,Dawkins,SJ,SEA,42497,19.2,20.7,0,self,right,set-piece,-1,14.70729983,19.72029412,19.2,29.3
878,Dempsey,SEA,SJ,42497,5.5,22,0,cross,header,open,0,41.35652194,6.363175308,5.5,28
879,Gomez,SEA,SJ,42497,12.8,26.4,0,pass,right,open,0,22.70984968,12.85612694,12.8,23.6
880,Dempsey,SEA,SJ,42497,10.8,24.2,1,pass,right,open,0,26.93709646,10.84619749,10.8,25.8
881,Friberg,SEA,SJ,42497,15.7,27.3,0,other,right,open,1,18.4279333,15.83982323,15.7,22.7
882,Marshall,SEA,SJ,42497,4.9,18.4,0,cross,header,open,1,22.73417292,8.381527307,4.9,31.6
883,Morris,SEA,SJ,42497,13.4,20.7,0,pass,right,open,1,20.0148452,14.13541651,13.4,29.3
884,Morris,SEA,SJ,42497,6.1,17.9,0,pass,right,open,1,21.41923097,9.513148795,6.1,32.1
885,Morris,SEA,SJ,42497,2.6,29.1,0,cross,header,open,1,38.8091345,4.687216658,2.6,20.9
886,Morris,SEA,SJ,42497,23.7,26.7,1,pass,right,open,1,12.45831477,23.74742091,23.7,23.3
887,Ivanschitz,SEA,SJ,42497,14.1,34.7,0,self,right,open,2,14.37214452,17.00176461,14.1,15.3
888,Martinez,RSL,CO,42497,16,34.7,0,self,right,open,0,13.62202736,18.60779407,16,15.3
889,Beckerman,RSL,CO,42497,22.8,27.8,0,pass,right,open,-1,12.8219496,22.94776678,22.8,22.2
890,Morales,RSL,CO,42497,18.4,37.6,0,self,right,open,-1,11.03654936,22.1882852,18.4,12.4
891,Beckerman,RSL,CO,42497,13.3,24,0,pass,left,open,-1,22.00546615,13.35402561,13.3,26
892,Cronin,CO,RSL,42497,21.6,33.8,0,self,right,open,0,11.80865678,23.249086,21.6,16.2
893,Jones,CO,RSL,42497,11.5,28.6,1,pass,right,open,0,23.36071736,11.99208072,11.5,21.4
894,Burling,CO,RSL,42497,7.4,20.8,0,cross,right,open,1,30.38002206,8.6092973,7.4,29.2
895,Gashi,CO,RSL,42497,19.5,11.3,0,self,left,open,1,10.24230064,23.94702487,19.5,38.7
896,Sinovic,SKC,HOU,42497,3.8,30,0,cross,header,open,-2,31.15930451,6.122091146,3.8,20
897,Dwyer,SKC,HOU,42497,18.6,18.6,0,pass,left,open,-2,14.27430143,19.73626104,18.6,31.4
898,Sinovic,SKC,HOU,42497,16.9,30,0,other,right,open,-2,16.13101416,17.56843761,16.9,20
899,Wenger,HOU,SKC,42497,15.6,18.3,0,other,left,open,0,16.07596322,17.05784277,15.6,31.7
900,Barnes,HOU,SKC,42497,15.6,34.7,1,pass,left,open,0,13.78279982,18.26499384,15.6,15.3
901,Maidana,HOU,SKC,42497,10.7,20.2,0,self,right,open,1,23.04877513,11.81058847,10.7,29.8
902,Clark,HOU,SKC,42497,10.4,23.8,0,cross,header,open,1,27.73833013,10.4938077,10.4,26.2
903,Wenger,HOU,SKC,42497,9,33,1,pass,left,open,1,18.70310184,11.90965994,9,17
904,Maidana,HOU,SKC,42497,16.2,5.8,0,self,left,set-piece,2,7.684554098,25.27449307,16.2,44.2
905,Bruin,HOU,SKC,42497,5,26,0,other,header,set-piece,2,53.49855888,5.06359556,5,24
906,Horst,HOU,SKC,42497,9.2,27,0,other,right,open,2,30.29644818,9.374433316,9.2,23
907,Shipp,MTL,COL,42497,5.9,20.9,0,pass,right,open,0,34.36843844,7.300684899,5.9,29.1
908,Piatti,MTL,COL,42497,6.8,22.3,0,other,right,open,0,37.09074602,7.392563831,6.8,27.7
909,Piatti,MTL,COL,42497,9.7,32.3,1,pass,right,open,-1,19.73276798,12.02081528,9.7,17.7
910,Drogba,MTL,COL,42497,22.3,19.3,0,self,right,set-piece,-2,12.50096663,23.06729286,22.3,30.7
911,Oyongo,MTL,COL,42497,15.6,18.8,0,self,left,open,-3,16.43283961,16.86179113,15.6,31.2
912,Ciman,MTL,COL,42497,11.1,28.9,0,other,left,set-piece,-3,23.67273866,11.70042734,11.1,21.1
913,Oduro,MTL,COL,42497,1.4,26.9,0,other,left,open,-3,99.28355281,2.202271555,1.4,23.1
914,Drogba,MTL,COL,42497,2.2,28.1,0,other,right,set-piece,-3,56.09089535,3.640054945,2.2,21.9
915,Drogba,MTL,COL,42497,10,24.9,1,self,right,set-piece,-3,29.14581859,10.00449899,10,25.1
916,Piatti,MTL,COL,42497,8.8,23.4,1,self,right,open,-2,31.99694412,8.982204629,8.8,26.6
917,Drogba,MTL,COL,42497,29.8,31.3,0,self,right,set-piece,-1,9.550977199,30.41792235,29.8,18.7
918,Drogba,MTL,COL,42497,5.4,21,0,cross,header,open,-1,36.17613806,6.841052551,5.4,29
919,Salazar,MTL,COL,42497,5.9,24.9,0,cross,header,open,-1,47.55389023,5.907622195,5.9,25.1
920,Drogba,MTL,COL,42497,14.7,21.3,0,self,left,open,-1,18.91912698,15.20855023,14.7,28.7
921,Oduro,MTL,COL,42497,5.2,27,1,other,right,set-piece,-1,48.07841301,5.502726597,5.2,23
922,K. Kamara,COL,MTL,42497,5.9,24.9,1,cross,header,open,0,47.55389023,5.907622195,5.9,25.1
923,K. Kamara,COL,MTL,42497,5.5,23.4,0,cross,header,set-piece,0,47.67151588,5.787054518,5.5,26.6
924,K. Kamara,COL,MTL,42497,4.4,24.2,0,cross,header,open,0,59.94326412,4.512205669,4.4,25.8
925,K. Kamara,COL,MTL,42497,5,26.6,0,other,header,open,0,51.34019175,5.192301994,5,23.4
926,K. Kamara,COL,MTL,42497,4.2,28.6,1,other,right,open,0,42.4930293,5.403702434,4.2,21.4
927,Higuain,COL,MTL,42497,2.1,22.3,1,other,right,open,1,65.65891006,3.580502758,2.1,27.7
929,Urruti,DAL,TOR,42497,5.9,16.2,0,pass,right,set-piece,0,16.21618753,10.76150547,5.9,33.8
930,Castillo,DAL,TOR,42497,18.3,33.7,0,self,right,open,-1,13.25981467,20.17771047,18.3,16.3
931,Figueroa,DAL,TOR,42497,5,24.2,0,cross,header,set-piece,-1,54.01457849,5.099019514,5,25.8
932,Castillo,DAL,TOR,42497,10.2,28.2,0,pass,right,open,-1,26.25728809,10.63202709,10.2,21.8
933,Giovinco,TOR,DAL,42497,20.9,12.5,0,self,right,open,0,10.50148501,24.45608309,20.9,37.5
934,Endoh,TOR,DAL,42497,5.1,27.4,1,cross,left,open,0,46.67847616,5.554277631,5.1,22.6
935,Giovinco,TOR,DAL,42497,20.9,19.7,0,self,right,open,1,13.34503473,21.61157097,20.9,30.3
936,Giovinco,TOR,DAL,42497,23.9,38.3,0,self,right,set-piece,1,9.516706767,27.25472436,23.9,11.7
937,Mattocks,POR,VAN,42497,2,33.6,0,pass,right,open,0,8.310277168,8.634813258,2,16.4
938,Ridgewell,POR,VAN,42497,6.2,20.8,0,cross,header,set-piece,0,33.17225119,7.602631123,6.2,29.2
939,Borchers,POR,VAN,42497,0.2,23.2,1,pass,right,open,0,163.3611943,2.009975124,0.2,26.8
940,Adi,POR,VAN,42497,14.5,27.4,0,pass,left,open,1,19.81584254,14.66594695,14.5,22.6
941,Adi,POR,VAN,42497,19.2,34.9,0,pass,right,open,0,12.24858332,21.51115989,19.2,15.1
942,Mezquida,VAN,POR,42497,25.3,18.3,0,pass,right,open,0,10.97780655,26.22403478,25.3,31.7
943,Kudo,VAN,POR,42497,15.6,22.1,0,self,right,open,0,18.31911484,15.90503065,15.6,27.9
944,Mezquida,VAN,POR,42497,6.4,16.3,0,pass,right,open,-1,16.84884747,10.96220781,6.4,33.7
945,Waston,VAN,POR,42497,5.5,22,0,cross,header,set-piece,-1,41.35652194,6.363175308,5.5,28
946,Mezquida,VAN,POR,42497,17.3,16.4,0,pass,right,open,-1,13.79136287,19.40953374,17.3,33.6
947,Bolanos,VAN,POR,42497,12.6,22,0,pass,left,open,-1,22.14418601,13,12.6,28
948,Kudo,VAN,POR,42497,3.7,33.3,1,pass,left,open,-1,14.23876398,8.905054744,3.7,16.7
949,Bolanos,VAN,POR,42497,4.5,23.1,1,cross,header,open,0,53.84181456,4.965883607,4.5,26.9
950,Parker,VAN,POR,42497,5.9,25.3,0,cross,header,set-piece,1,47.47264403,5.900847397,5.9,24.7
951,Perez,VAN,POR,42497,4.4,32.1,0,cross,left,open,1,19.95681836,8.183520025,4.4,17.9
952,Waston,VAN,POR,42497,6.4,28.7,0,other,header,open,1,34.79643651,7.29451849,6.4,21.3
953,Waston,VAN,POR,42497,5.5,26.8,0,cross,header,set-piece,1,46.93570108,5.728001397,5.5,23.2
954,Hurtado,VAN,POR,42497,9.7,33.2,0,pass,right,open,1,18.07278058,12.57338459,9.7,16.8
955,Villa,NYCFC,DC,42498,10.9,33.8,0,pass,left,open,0,16.65290684,13.88416364,10.9,16.2
956,Villa,NYCFC,DC,42498,10.9,26.2,1,pass,right,open,0,26.5387928,10.94577544,10.9,23.8
957,Shelton,NYCFC,DC,42498,5.6,25.5,1,cross,header,open,1,49.52370587,5.608029957,5.6,24.5
958,Pirlo,NYCFC,DC,42498,10.1,29.6,0,other,right,open,2,24.28318201,11.01680534,10.1,20.4
959,Villa,NYCFC,DC,42498,7.4,22.8,0,pass,left,set-piece,2,36.06346196,7.779460136,7.4,27.2
960,Sarvas,DC,NYCFC,42498,15.2,23.9,0,self,right,set-piece,-2,19.31686606,15.25549081,15.2,26.1
961,Sarvas,DC,NYCFC,42498,16.6,29.3,0,self,right,set-piece,-2,16.7235759,17.09883037,16.6,20.7
962,Rowe,NE,LA,42498,18.1,15.8,0,pass,right,set-piece,-1,13.06776166,20.39534261,18.1,34.2
963,Rowe,NE,LA,42498,6.1,22.5,0,cross,right,open,-1,40.83702569,6.670832032,6.1,27.5
964,Rowe,NE,LA,42498,20.5,32,0,pass,right,open,-1,12.97950602,21.59837957,20.5,18
965,Watson,NE,LA,42498,1.3,39.1,0,self,right,open,-2,1.998360701,13.96065901,1.3,10.9
966,Watson,NE,LA,42498,16.1,31.7,0,pass,right,open,-2,15.72526574,17.36260349,16.1,18.3
967,Bunbury,NE,LA,42498,10.3,16.4,0,self,right,open,-3,17.17519026,13.54732446,10.3,33.6
968,Rowe,NE,LA,42498,17.2,29.8,1,self,left,open,-3,15.98999687,17.80449381,17.2,20.2
969,Agudelo,NE,LA,42498,5.3,23.8,1,cross,right,open,-2,50.43657144,5.481788029,5.3,26.2
970,Agudelo,NE,LA,42498,9.9,21.4,0,other,left,open,-1,26.28948684,10.60424443,9.9,28.6
971,Keane,LA,NE,42498,2.1,27.7,1,cross,left,open,0,65.65891006,3.264965543,2.1,22.3
972,Dos Santos,LA,NE,42498,16.7,22.3,1,other,left,open,1,17.26454605,16.94992625,16.7,27.7
973,Dos Santos,LA,NE,42498,17.3,28,0,pass,left,open,2,16.6122153,17.52512482,17.3,22
974,Van Damme,LA,NE,42498,9.2,30.1,0,cross,header,open,2,24.72545842,10.42353107,9.2,19.9
975,Keane,LA,NE,42498,15.5,19.2,0,pass,right,open,2,16.78991511,16.62077014,15.5,30.8
976,Keane,LA,NE,42498,6.3,24.8,0,cross,header,open,2,44.81694701,6.312685641,6.3,25.2
977,Keane,LA,NE,42498,0.9,23.3,1,pass,left,open,2,123.1785117,2.102379604,0.9,26.7
978,Rogers,LA,NE,42498,9.4,27.4,0,pass,left,open,3,29.22805194,9.654014709,9.4,22.6
979,Gerrard,LA,NE,42498,4.6,31.7,1,self,left,open,1,21.97115454,7.963039621,4.6,18.3
980,Valeri,POR,DAL,42501,6,27.3,1,pass,right,open,0,42.09977234,6.35688603,6,22.7
981,Ridgewell,POR,DAL,42501,5.5,27,0,cross,header,set-piece,1,46.13371394,5.787054518,5.5,23
982,Valeri,POR,DAL,42501,26,20.1,0,self,right,set-piece,1,11.03550283,26.49547131,26,29.9
983,Mattocks,POR,DAL,42501,6.2,32.3,0,pass,right,open,1,20.77814937,9.426027795,6.2,17.7
984,Barmby,POR,DAL,42501,21.4,28.9,0,self,left,open,-1,13.41923317,21.71750446,21.4,21.1
985,Urruti,DAL,POR,42501,8.5,25.9,0,pass,right,open,0,33.69006753,8.528774824,8.5,24.1
986,Barrios,DAL,POR,42501,12.3,15.3,0,pass,right,open,-1,15.00492038,15.78923684,12.3,34.7
987,Hollingshead,DAL,POR,42501,9.9,23.3,1,pass,right,open,-1,28.6718288,10.08067458,9.9,26.7
988,Zimmerman,DAL,POR,42501,4.9,25.1,1,cross,header,set-piece,0,55.88652148,4.901020302,4.9,24.9
989,Akindele,DAL,POR,42501,13.4,35.4,0,pass,right,open,1,13.9287108,16.84042755,13.4,14.6
990,Akindele,DAL,POR,42501,14.3,33.4,0,pass,right,open,1,15.49139271,16.48423489,14.3,16.6
991,Iniguez,HOU,SJ,42501,9.4,30.3,0,other,right,open,-1,24.01868361,10.69439105,9.4,19.7
992,Clark,HOU,SJ,42501,19.4,18,1,other,right,open,-1,13.54955992,20.69299398,19.4,32
993,Horst,HOU,SJ,42501,3.1,23.3,0,cross,header,set-piece,-2,70.4002328,3.635931793,3.1,26.7
994,Quintero,SJ,HOU,42501,5,23.3,1,cross,right,open,0,50.89950476,5.348831648,5,26.7
995,Alashe,SJ,HOU,42501,25.2,20.4,0,pass,right,open,1,11.40762339,25.65306999,25.2,29.6
996,Sarkodie,SJ,HOU,42501,1.4,19.7,0,cross,right,open,0,17.35822685,5.675385449,1.4,30.3
997,Godoy,SJ,HOU,42501,8.3,29.5,1,pass,left,open,0,27.65065312,9.347726996,8.3,20.5
998,Godoy,SJ,HOU,42501,17.5,21.1,0,other,left,open,1,16.12798068,17.97386992,17.5,28.9
999,Quintero,SJ,HOU,42501,9,26.2,1,pass,right,open,1,31.73236622,9.055385138,9,23.8
1000,Dawkins,SJ,HOU,42501,20.1,18.6,0,self,right,set-piece,2,13.41529821,21.15585025,20.1,31.4
1001,Barrett,SJ,HOU,42501,4.7,32.5,0,pass,left,open,2,18.85176,8.682165628,4.7,17.5
